x,y,ID,NAME,CATE,lat,long
408332,967349,70413888,석문천년나무2단지작은도서관,작은도서관,126.58816858970638,36.980603024096155
407779,967347,70438891,석문천년나무1단지작은도서관,작은도서관,126.58568425726232,36.98058717149947
466004,969602,22015497,포승작은도서관,작은도서관,126.84725039602462,36.98933962835678
463241,971243,1343698508,원정작은도서관,작은도서관,126.83482303894966,36.99523769295477
473107,967460,779728400,하늘그림작은도서관,작은도서관,126.87917747690868,36.98165592842722
482020,969620,17808499,안중도서관,도서관,126.91921274826191,36.98947529079514
484477,969306,1248618029,세상을배우는학교작은도서관,작은도서관,126.93025349977361,36.98835052960138
482983,966619,2111868469,꿈꾸는평화작은도서관,작은도서관,126.92355049397351,36.978661544008105
481991,966631,1138615636,작은도서관노을,작은도서관,126.91909385518197,36.97870184272188
483564,967328,126444891,함께하는마을작은도서관,작은도서관,126.92615818676909,36.98121867227211
481283,967358,21813994,작은나무어린이도서관,작은도서관,126.9159102568116,36.98131998620609
482481,969133,586969049,하람작은도서관,작은도서관,126.92128590791728,36.98772137211849
482055,969613,1055171007,공중전화 안중도서관앞,공중전화,126.91937003580809,36.98945016738536
495498,974683,23565279,오성도서관,도서관,126.9797668917928,37.00774978040729
492668,969506,71247692,길음작은도서관,작은도서관,126.96705621985534,36.989087314590506
517519,974352,1660062263,평택시립세교도서관,도서관,127.07873348313294,37.00653235958362
518547,972691,26325884,소망작은도서관,작은도서관,127.08334695694593,37.00054242348014
517862,969799,198467787,원평작은도서관,작은도서관,127.08025773563658,36.99012082589992
520855,971388,889393825,평택시립비전도서관,도서관,127.09371292776913,36.995838250993486
526557,973178,1686433280,배다리도서관,도서관,127.11934517173067,37.002266994866986
522968,971485,11804029,매봉작은도서관,작은도서관,127.103208252195,36.996179995025294
520910,970363,1948284209,통미마을작은도서관,작은도서관,127.09395552775992,36.99214361902336
521030,971043,26173739,무지개작은도서관,작은도서관,127.09449775898071,36.99459413455782
523449,973011,2006380440,효성백년가약작은도서관,작은도서관,127.10537724439723,37.001678294717664
522581,973088,760792961,배꽃마을작은도서관,작은도서관,127.10147692173375,37.00195922644531
526997,971364,835152795,비전푸르지오도서관,작은도서관,127.1213121076491,36.99572674997468
519830,969214,484628832,롯데인벤스스카이작은도서관,작은도서관,127.08909790642892,36.98800598410643
523694,974132,292251476,소사벌리더스하임작은도서관,작은도서관,127.10648388085319,37.00571775611542
519519,971662,1582787870,젤리작은도서관,작은도서관,127.08771068948712,36.99683042440738
519725,971941,1062755617,푸른꿈,작은도서관,127.0886375384166,36.99783534400585
522631,975625,1334352216,서재자이작은도서관,작은도서관,127.10171379910956,37.011103193778695
521784,972474,71316664,지혜의숲작은도서관,작은도서관,127.09789244522113,36.9997491796299
