x,y,ID,NAME,CATE,lat,long
519425,970987,1234480084,죽리조성락미술관 대나무갤러리,화랑,127.08728551040868,36.99439781432412
520246,970613,753891483,미술관술집평택역점,호프,요리주점,127.0909730334136,36.99304702535392
539239,973401,147670638,행복한미술관,상담,127.1763387815691,37.00299977071894
543406,970949,1183091704,라파우자뮤지엄,미술관,127.19504247535598,36.99413270602923
558065,975349,1270115033,맛있는술집여기미술관 안성점,맛있는술집여기미술관,127.26096553994722,37.009865083440104
564009,973644,574266472,제네시스갤러리,미술관,127.28765662091845,37.003658041121795
563983,973702,2131386833,제네시스 미술관,화랑,127.28754056548144,37.00386737257811
576530,972985,10838465,청학대미술관레스토랑,양식,127.34391448343365,37.00113312646945
576524,972972,26974703,청학대미술관까페,카페,127.34388730974226,37.00108634915909
704372,968560,1653148670,심야미술관,술집,127.91817962361775,36.982131378976185
759620,974485,460077039,환상미술관,미술관,128.1666759412394,37.001303679104154
388090,987908,1058542191,해누림미술관,미술관,126.49674301984564,37.05435107280098
514183,993555,863290004,샬롯의미술관,학원,127.06379880643405,37.0757547750209
455813,1003048,1756746171,미술관,실내포장마차,126.80114653896524,37.10982055010049
480337,1004556,970877718,미술관 향남점,한식,126.91150465808296,37.11538949665983
480343,1004568,411985973,맛있는술집여기미술관 화성향남점,맛있는술집여기미술관,126.91153161134731,37.11543276787184
636879,1005043,326128474,장호원인쿠루미술관,미술관,127.61603626593781,37.11557735741086
640181,1005989,1576794519,늘솜민화갤러리,미술관,127.63092469400137,37.118908634025885
