"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1588-0149로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20201001 ~ 20210930"
"실거래구분 : 연립다세대(매매)"
"주소구분 : 지번주소"
"시도 : 전라북도"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","번지","본번","부번","건물명","전용면적(㎡)","대지권면적(㎡)","계약년월","계약일","거래금액(만원)","층","건축년도","도로명","해제사유발생일"
"전라북도 고창군 고창읍 월곡리","324","0324","0000","포에버빌","78.2","92.27","202012","24","20,000","5","2016","상월1길 14",""
"전라북도 고창군 고창읍 월곡리","324","0324","0000","포에버빌","78.2","92.27","202103","18","18,700","2","2016","상월1길 14",""
"전라북도 고창군 고창읍 월곡리","499-1","0499","0001","해담은더테라스","84.9368","157.89","202102","26","45,000","2","2018","월곡뉴타운2길 13",""
"전라북도 고창군 고창읍 월곡리","499-1","0499","0001","해담은더테라스","84.9368","157.89","202102","27","46,000","2","2018","월곡뉴타운2길 13",""
"전라북도 고창군 고창읍 읍내리","372","0372","0000","뉴캐슬301","76.5274","78.13","202012","16","21,000","2","2014","남정6길 45",""
"전라북도 고창군 고창읍 읍내리","681-217","0681","0217","대명","54.36","70.56","202103","5","9,000","1","1986","성산8길 23",""
"전라북도 고창군 고창읍 읍내리","681-16","0681","0016","모양","64.44","82.6","202010","26","7,500","3","1984","성산8길 11",""
"전라북도 고창군 고창읍 읍내리","681-16","0681","0016","모양","64.44","82.6","202102","16","9,000","2","1984","성산8길 11",""
"전라북도 고창군 고창읍 읍내리","681-16","0681","0016","모양","64.44","82.6","202104","29","4,900","2","1984","성산8길 11",""
"전라북도 고창군 고창읍 읍내리","681-16","0681","0016","모양","64.44","82.6","202106","8","7,500","1","1984","성산8길 11",""
"전라북도 고창군 고창읍 읍내리","368-19","0368","0019","서동그린","84.75","49.87","202012","28","10,000","4","1995","남정6길 30-1",""
"전라북도 고창군 고창읍 읍내리","368-19","0368","0019","서동그린","84.75","49.87","202105","6","11,000","4","1995","남정6길 30-1",""
"전라북도 고창군 고창읍 읍내리","368-19","0368","0019","서동그린","68.16","40.11","202106","29","7,700","5","1995","남정6길 30-1","20210727"
"전라북도 고창군 고창읍 읍내리","368-19","0368","0019","서동그린","68.16","40.11","202107","27","7,700","5","1995","남정6길 30-1",""
"전라북도 고창군 고창읍 읍내리","368-19","0368","0019","서동그린","84.75","49.87","202109","27","10,000","3","1995","남정6길 30-1",""
"전라북도 고창군 고창읍 읍내리","681-192","0681","0192","신성","64.44","78.67","202011","28","6,500","2","1984","성산1길 21",""
"전라북도 고창군 고창읍 읍내리","518-4","0518","0004","예다음","69.55","65.81","202011","26","18,000","4","2015","남구4길 5",""
"전라북도 고창군 고창읍 읍내리","518-4","0518","0004","예다음","69.55","65.81","202103","19","17,000","4","2015","남구4길 5",""
"전라북도 고창군 고창읍 읍내리","518-4","0518","0004","예다음","69.55","65.81","202109","7","17,800","5","2015","남구4길 5",""
"전라북도 고창군 고창읍 읍내리","543-31","0543","0031","태흥(가동)","84.974","80","202104","6","8,900","4","1992","남정2길 21",""
"전라북도 고창군 고창읍 읍내리","547","0547","0000","홈타운","84.11","124.65","202012","15","17,000","3","2014","보릿골로 62-1",""
"전라북도 고창군 고창읍 읍내리","547","0547","0000","홈타운","84.11","124.65","202101","15","18,000","2","2014","보릿골로 62-1",""
"전라북도 고창군 대산면 매산리","산9-1","0009","0001","대산","58.23","58.38","202011","5","2,800","4","1987","대산길 69-9",""
"전라북도 고창군 대산면 매산리","186-60","0186","0060","대산맨션(B동)","65.3","84.33","202102","21","5,000","1","1992","사거2길 11",""
"전라북도 고창군 흥덕면 흥덕리","380-1","0380","0001","The싱그런빌리지","65.42","125.95","202103","22","11,700","2","2018","서이길 7-1",""
"전라북도 고창군 흥덕면 흥덕리","380-1","0380","0001","The싱그런빌리지","65.54","126.18","202103","24","11,200","2","2018","서이길 7-1",""
"전라북도 고창군 흥덕면 흥덕리","380-1","0380","0001","The싱그런빌리지","65.54","126.18","202104","12","13,000","1","2018","서이길 7-1",""
"전라북도 고창군 흥덕면 흥덕리","380-1","0380","0001","The싱그런빌리지","65.54","126.18","202107","22","12,300","2","2018","서이길 7-1",""
"전라북도 고창군 흥덕면 흥덕리","402-4","0402","0004","삼진(3동)","49.17","36.49","202104","21","3,300","2","1991","서일길 25-6",""
"전라북도 고창군 흥덕면 흥덕리","401-10","0401","0010","삼진(6동)","56.82","54.5","202104","16","2,000","1","1993","서일길 25-6",""
"전라북도 고창군 흥덕면 흥덕리","279","0279","0000","장미주택(가동)","48.83","46.78","202010","28","4,700","2","1989","선운대로 3758",""
"전라북도 고창군 흥덕면 흥덕리","279-1","0279","0001","장미주택(나동)","48.38","48.13","202010","14","4,000","1","1989","선운대로 3758",""
"전라북도 고창군 흥덕면 흥덕리","279-1","0279","0001","장미주택(나동)","48.38","48.13","202107","28","4,500","1","1989","선운대로 3758",""
"전라북도 고창군 흥덕면 흥덕리","279-2","0279","0002","장미주택(다동)","48.83","47.3","202105","13","3,500","1","1989","선운대로 3758",""
"전라북도 고창군 흥덕면 흥덕리","279-3","0279","0003","장미주택(라동)","48.83","42.6","202103","4","3,500","2","1989","선운대로 3758",""
"전라북도 고창군 흥덕면 흥덕리","279-3","0279","0003","장미주택(라동)","57.86","49.85","202107","19","5,000","2","1989","선운대로 3758",""
"전라북도 고창군 흥덕면 흥덕리","404","0404","0000","흥덕더파크빌","70","104","202102","20","16,300","3","2017","동헌길 11",""
"전라북도 고창군 흥덕면 흥덕리","404","0404","0000","흥덕더파크빌","70","104","202103","18","15,000","1","2017","동헌길 11",""
"전라북도 고창군 흥덕면 흥덕리","404","0404","0000","흥덕더파크빌","70","104","202109","15","10,000","4","2017","동헌길 11",""
"전라북도 고창군 흥덕면 흥덕리","404","0404","0000","흥덕더파크빌","70","104","202109","22","12,000","3","2017","동헌길 11",""
"전라북도 고창군 흥덕면 흥덕리","404","0404","0000","흥덕더파크빌","70","104","202109","22","16,000","3","2017","동헌길 11","20210928"
"전라북도 군산시 경암동","672-1","0672","0001","경암주택","51.58","75.02","202104","5","1,600","1","1982","경암1길 106",""
"전라북도 군산시 경암동","609-153","0609","0153","그린빌라(다동)","84.78","86.31","202103","10","8,400","2","1992","천변길 16",""
"전라북도 군산시 경암동","667-4","0667","0004","금강주택","58.62","72.88","202011","25","3,200","1","1985","경암3길 35-3",""
"전라북도 군산시 경암동","667-4","0667","0004","금강주택","59.38","73.71","202012","16","3,800","1","1985","경암3길 35-3","20201221"
"전라북도 군산시 경암동","667-4","0667","0004","금강주택","59.38","73.74","202101","21","3,300","3","1985","경암3길 35-3",""
"전라북도 군산시 경암동","552-3","0552","0003","동원주택","58.71","63.24","202103","16","4,000","2","1985","경촌1길 26",""
"전라북도 군산시 경암동","666-6","0666","0006","서해주택","68.64","72","202012","14","2,950","1","1983","경암4길 33-1",""
"전라북도 군산시 경암동","666-6","0666","0006","서해주택","55.23","72","202103","25","2,600","2","1983","경암4길 33-1",""
"전라북도 군산시 경암동","664-3","0664","0003","신라주택","58.06","84.2","202106","10","2,300","1","1981","경암3길 18-17",""
"전라북도 군산시 경암동","544-9","0544","0009","신화주택","49.14","57.02","202101","25","2,600","3","1985","경촌안1길 32",""
"전라북도 군산시 경암동","544-9","0544","0009","신화주택","49.14","57.02","202107","15","2,600","3","1985","경촌안1길 32",""
"전라북도 군산시 경암동","544-9","0544","0009","신화주택","58.23","67.44","202107","20","4,500","2","1985","경촌안1길 32",""
"전라북도 군산시 경암동","643-1","0643","0001","우일주택","64.44","90.73","202107","8","3,500","1","1982","진포로 224",""
"전라북도 군산시 경암동","561-7","0561","0007","제일주택","46.98","50.44","202103","10","1,750","1","1986","경촌1길 22",""
"전라북도 군산시 경암동","561-7","0561","0007","제일주택","46.98","50.44","202107","14","2,500","1","1986","경촌1길 22",""
"전라북도 군산시 경장동","492-1","0492","0001","금성주택","63.63","69.79","202101","11","4,400","3","1985","백릉안1길 56-4",""
"전라북도 군산시 경장동","505-7","0505","0007","무릉주택","59.22","68.54","202012","24","1,500","3","1985","백릉2길 14",""
"전라북도 군산시 경장동","505-7","0505","0007","무릉주택","59.22","68.54","202101","31","1,680","3","1985","백릉2길 14",""
"전라북도 군산시 경장동","505-7","0505","0007","무릉주택","59.22","68.54","202104","8","3,600","2","1985","백릉2길 14",""
"전라북도 군산시 경장동","505-7","0505","0007","무릉주택","58.86","67.7","202104","14","2,000","2","1985","백릉2길 14",""
"전라북도 군산시 경장동","515-14","0515","0014","한아름주택","58.77","81.07","202010","12","2,000","2","1985","조촌1길 19",""
"전라북도 군산시 구암동","358-9","0358","0009","(358-9)","83.4375","100.44","202011","2","21,000","3","2019","외산3길 11-1",""
"전라북도 군산시 구암동","358-9","0358","0009","(358-9)","55.8435","67.74","202011","6","14,000","2","2019","외산3길 11-1",""
"전라북도 군산시 구암동","358-9","0358","0009","(358-9)","106.1113","127.73","202011","13","28,000","2","2019","외산3길 11-1",""
"전라북도 군산시 구암동","358-9","0358","0009","(358-9)","56.9685","69.1","202102","15","14,000","2","2019","외산3길 11-1",""
"전라북도 군산시 구암동","358-9","0358","0009","(358-9)","62.8729","76.26","202103","11","15,000","3","2019","외산3길 11-1",""
"전라북도 군산시 구암동","358-9","0358","0009","(358-9)","119.8414","145.37","202104","29","28,000","4","2019","외산3길 11-1",""
"전라북도 군산시 구암동","358-9","0358","0009","(358-9)","83.4375","100.44","202104","30","21,000","3","2019","외산3길 11-1",""
"전라북도 군산시 구암동","358-9","0358","0009","(358-9)","106.1113","127.73","202107","21","28,000","2","2019","외산3길 11-1",""
"전라북도 군산시 구암동","358-9","0358","0009","(358-9)","55.8435","67.74","202108","31","12,700","3","2019","외산3길 11-1",""
"전라북도 군산시 구암동","358-9","0358","0009","(358-9)","62.8729","76.26","202109","1","13,800","2","2019","외산3길 11-1",""
"전라북도 군산시 나운동","103-8","0103","0008","(103-8)","32.7","17.64","202101","4","1,650","3","2000","나운안1길 17",""
"전라북도 군산시 나운동","819-4","0819","0004","금정주택(가동)","51.84","52.41","202010","15","1,800","3","1990","하신2길 30-4",""
"전라북도 군산시 나운동","819-4","0819","0004","금정주택(가동)","48.51","50.28","202105","17","2,600","2","1990","하신2길 30-4",""
"전라북도 군산시 나운동","819-4","0819","0004","금정주택(가동)","53.19","53.67","202108","11","3,000","3","1990","하신2길 30-4",""
"전라북도 군산시 나운동","819-4","0819","0004","금정주택(가동)","48.51","50.28","202109","6","3,000","2","1990","하신2길 30-4",""
"전라북도 군산시 나운동","818-1","0818","0001","금정주택(나동)","50.31","56.51","202102","23","2,500","2","1990","하신2길 30-3",""
"전라북도 군산시 나운동","810-2","0810","0002","나운주택","58.5","89.6","202010","12","3,000","1","1983","하신3길 8",""
"전라북도 군산시 나운동","811-1","0811","0001","남나운주택","59.22","89.85","202108","10","3,000","3","1984","하신3길 14",""
"전라북도 군산시 나운동","754-8","0754","0008","대우하늘채2차","46.55","21.88","202012","1","7,800","8","2013","나운우회로 75",""
"전라북도 군산시 나운동","754-8","0754","0008","대우하늘채2차","48.19","22.66","202104","22","7,000","5","2013","나운우회로 75",""
"전라북도 군산시 나운동","754-8","0754","0008","대우하늘채2차","48.19","22.66","202106","1","7,000","5","2013","나운우회로 75",""
"전라북도 군산시 나운동","813","0813","0000","동산주택","55.01","53.63","202103","23","2,350","3","1984","하신3길 24",""
"전라북도 군산시 나운동","812-1","0812","0001","동신주택","87.23","75.16","202105","26","5,500","2","1988","하신3길 18",""
"전라북도 군산시 나운동","803-2","0803","0002","동원주택","44.73","39.9","202011","16","1,500","2","1987","상나운로 9",""
"전라북도 군산시 나운동","803-2","0803","0002","동원주택","39.33","35.53","202101","1","1,000","1","1987","상나운로 9",""
"전라북도 군산시 나운동","803-2","0803","0002","동원주택","39.33","35.53","202102","4","1,700","2","1987","상나운로 9","20210209"
"전라북도 군산시 나운동","803-2","0803","0002","동원주택","39.33","35.53","202103","15","1,700","2","1987","상나운로 9","20210318"
"전라북도 군산시 나운동","803-2","0803","0002","동원주택","39.33","35.53","202103","15","1,700","2","1987","상나운로 9",""
"전라북도 군산시 나운동","803-2","0803","0002","동원주택","44.73","39.9","202103","19","2,500","1","1987","상나운로 9",""
