"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1588-0149로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20201001 ~ 20210930"
"실거래구분 : 단독다가구(매매)"
"주소구분 : 지번주소"
"시도 : 세종특별자치시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","번지","주택유형","도로조건","연면적(㎡)","대지면적(㎡)","계약년월","계약일","거래금액(만원)","건축년도","도로명","해제사유발생일"
"세종특별자치시 부강면 부강리","4**","다가구","12m미만","781.5","618","202105","14","155,000","2013","부강신대길",""
"세종특별자치시 부강면 부강리","4**","단독","8m미만","151.02","106","202101","4","14,000","1994","시장길",""
"세종특별자치시 부강면 부강리","1**","단독","8m미만","41.2","119","202109","30","15,000","2000","부강4길",""
"세종특별자치시 부강면 부강리","1**","단독","8m미만","41.2","119","202107","30","15,000","1988","부강4길","20210915"
"세종특별자치시 부강면 부강리","9**","단독","8m미만","54.03","155","202109","15","12,000","1981","부강신대길",""
"세종특별자치시 부강면 부강리","1**","단독","12m미만","75.88","170","202102","3","19,990","1983","시장1길",""
"세종특별자치시 부강면 부강리","5**","단독","8m미만","99.02","277","202108","27","23,000","2013","시장길",""
"세종특별자치시 부강면 부강리","3**","단독","8m미만","67.4","331","202105","21","12,500","1978","용포동촌길",""
"세종특별자치시 부강면 부강리","3**","단독","8m미만","75.96","664","202104","13","39,800","1978","용포동촌길","20210426"
"세종특별자치시 부강면 부강리","3**","단독","8m미만","66.06","690","202012","19","24,350","1982","용포동촌길",""
"세종특별자치시 부강면 부강리","3**","단독","8m미만","86.8","937","202103","26","48,300","1983","null",""
"세종특별자치시 부강면 산수리","1**","단독","8m미만","90.61","419","202102","16","16,000","1960","산수길",""
"세종특별자치시 부강면 행산리","9*","단독","8m미만","94.72","406","202103","20","15,800","2012","행산벌말길",""
"세종특별자치시 부강면 행산리","3**","단독","8m미만","43.05","1253","202010","5","19,700","2020","행산길",""
"세종특별자치시 소정면 대곡리","4**","단독","8m미만","81.59","287","202102","22","9,000","1982","궁리길",""
"세종특별자치시 소정면 대곡리","3**","단독","8m미만","83.43","351","202010","27","10,500","1981","학수소사길",""
"세종특별자치시 소정면 소정리","2**","단독","25m미만","67.32","112","202109","29","7,000","1995","소정구길",""
"세종특별자치시 소정면 소정리","1**","단독","25m미만","139.32","162","202109","4","21,000","1993","소정구길",""
"세종특별자치시 소정면 소정리","1**","단독","8m미만","74.5","324","202108","18","11,500","1968","소정구길",""
"세종특별자치시 소정면 소정리","5**","단독","8m미만","94.5","330","202106","10","12,000","2007","소정안골1길",""
"세종특별자치시 아름동","1***","단독","12m미만","188.94","305.8","202101","26","133,000","2019","바른4길",""
"세종특별자치시 아름동","8**","단독","12m미만","199.49","346.5","202011","13","85,000","2020","바른6길",""
"세종특별자치시 아름동","9**","단독","12m미만","270.17","351.2","202103","3","130,000","2019","바른8길",""
"세종특별자치시 연기면 눌왕리","2**","단독","8m미만","91.44","604.6","202104","30","43,500","1999","null",""
"세종특별자치시 연기면 눌왕리","2**","단독","8m미만","148.62","864","202101","10","51,150","2018","문암길",""
"세종특별자치시 연기면 보통리","3**","다가구","8m미만","481.96","483","202012","3","96,600","2014","공단로",""
"세종특별자치시 연기면 보통리","3**","다가구","8m미만","481.96","488","202010","14","89,000","1990","공단로","20201127"
"세종특별자치시 연기면 보통리","3**","다가구","8m미만","481.96","488","202010","14","93,560","1990","공단로",""
"세종특별자치시 연기면 보통리","3**","다가구","8m미만","533.88","543","202108","17","89,750","2013","당산로",""
"세종특별자치시 연기면 보통리","3**","다가구","8m미만","542","558","202105","13","61,300","2013","당산로",""
"세종특별자치시 연기면 보통리","3**","단독","8m미만","63","165","202104","6","8,300","2002","잣띠길",""
"세종특별자치시 연기면 보통리","3**","단독","8m미만","66","238","202010","30","18,000","1990","잣띠길",""
"세종특별자치시 연기면 수산리","5**","단독","8m미만","104.98","493","202012","14","34,710","2018","수왕로","20210209"
"세종특별자치시 연기면 수산리","5**","단독","8m미만","104.98","493","202012","14","34,664","2018","수왕로",""
"세종특별자치시 연기면 수산리","4**","단독","8m미만","105.51","498","202104","9","39,660","2010","수왕로",""
"세종특별자치시 연기면 연기리","4**","다가구","8m미만","441.41","301","202103","17","72,000","2014","당산로",""
"세종특별자치시 연기면 연기리","3**","다가구","8m미만","633.63","424","202105","14","87,000","2000","연기길",""
"세종특별자치시 연기면 연기리","1**","다가구","8m미만","475.83","478","202103","6","78,500","2013","수왕로",""
"세종특별자치시 연기면 연기리","3**","단독","8m미만","103.23","307","202103","12","31,620","2000","null",""
"세종특별자치시 연기면 연기리","3**","단독","8m미만","103.23","307","202103","12","31,620","1991","null","20210511"
"세종특별자치시 연기면 연기리","4**","단독","8m미만","210.24","422","202104","5","65,000","2000","당산로",""
"세종특별자치시 연기면 연기리","3**","단독","8m미만","84.24","522","202012","22","53,000","1993","당산로",""
"세종특별자치시 연기면 연기리","3*","단독","8m미만","85.95","648","202102","2","66,500","1985","교촌3길",""
"세종특별자치시 연동면 내판리","2**","단독","8m미만","50.96","360","202012","23","9,000","2004","내판로",""
"세종특별자치시 연동면 내판리","3**","단독","8m미만","72.62","466","202011","15","52,000","2017","효자길",""
"세종특별자치시 연동면 내판리","5**","단독","8m미만","84.32","661","202010","21","51,000","1995","문주길",""
"세종특별자치시 연동면 노송리","1**","단독","8m미만","9.91","221","202101","5","9,000","1954","노리미길",""
"세종특별자치시 연동면 노송리","1**","단독","8m미만","9.91","221","202101","26","14,000","1954","노리미길",""
