"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1588-0149로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20201001 ~ 20210930"
"실거래구분 : 단독다가구(매매)"
"주소구분 : 지번주소"
"시도 : 전라북도"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","번지","주택유형","도로조건","연면적(㎡)","대지면적(㎡)","계약년월","계약일","거래금액(만원)","건축년도","도로명","해제사유발생일"
"전라북도 고창군 부안면 선운리","5**","단독","8m미만","31.5","304","202104","8","4,050","1901","진마안길",""
"전라북도 고창군 부안면 선운리","5**","단독","8m미만","66.7","684","202107","12","3,524","1915","진마안길",""
"전라북도 고창군 부안면 수남리","4**","단독","8m미만","84.94","398","202102","26","11,300","2016","선양길",""
"전라북도 고창군 부안면 수앙리","4**","단독","8m미만","18","628","202105","9","2,900","null","수앙신촌길","20210511"
"전라북도 고창군 부안면 오산리","1**","단독","12m미만","78.69","433","202010","19","6,000","1988","복분자로",""
"전라북도 고창군 부안면 오산리","1**","단독","8m미만","47.6","471","202106","2","6,000","1993","상오길",""
"전라북도 고창군 부안면 오산리","1**","단독","12m미만","69","485","202105","20","13,700","1982","복분자로",""
"전라북도 고창군 부안면 용산리","6*","단독","8m미만","98.94","371","202104","5","16,300","2015","용산용흥길",""
"전라북도 고창군 부안면 용산리","6*","단독","8m미만","98.94","379","202102","3","16,000","2015","용산용흥길",""
"전라북도 고창군 부안면 용산리","2**","단독","8m미만","89.79","544","202103","11","10,500","2009","용산길",""
"전라북도 고창군 부안면 용산리","1**","단독","8m미만","92.15","676","202108","19","15,500","2013","복분자로",""
"전라북도 고창군 부안면 운양리","2**","단독","8m미만","50","228","202109","16","2,800","2018","운양백운길",""
"전라북도 고창군 부안면 운양리","2**","단독","8m미만","82.44","552","202107","19","8,000","2013","운양백운길",""
"전라북도 고창군 부안면 운양리","6**","단독","8m미만","93.6","621","202105","1","1,900","1925","조양길",""
"전라북도 고창군 부안면 중흥리","1**","단독","8m미만","35.4","215","202105","31","2,900","1977","난산1길",""
"전라북도 고창군 부안면 중흥리","1**","단독","8m미만","57.75","400","202104","26","5,800","1992","난산2길",""
"전라북도 고창군 상하면 검산리","1**","단독","8m미만","80","463","202103","27","1,500","2002","상수1길",""
"전라북도 고창군 상하면 용정리","1***","단독","8m미만","71.2","436","202109","9","2,997","2020","섬포길",""
"전라북도 고창군 상하면 용정리","1***","단독","8m미만","82","635","202102","16","7,000","2001","명사십리로",""
"전라북도 고창군 상하면 자룡리","3**","단독","8m미만","53.5","192","202104","21","2,500","1942","신자룡길",""
"전라북도 고창군 상하면 자룡리","5**","단독","8m미만","191.6","317","202106","23","35,000","2017","진암구시포로",""
"전라북도 고창군 상하면 자룡리","3**","단독","8m미만","79.4","338","202103","8","2,950","1940","신자룡길",""
"전라북도 고창군 상하면 자룡리","2**","단독","8m미만","54.74","502","202102","19","1,000","1926","자룡길",""
"전라북도 고창군 상하면 장산리","5**","단독","-","98.7","569","202103","2","10,000","2021","null",""
"전라북도 고창군 상하면 장산리","2**","단독","8m미만","68.1","740","202101","22","5,900","1970","기산길",""
"전라북도 고창군 상하면 장호리","4**","단독","12m미만","82.64","395","202105","17","4,900","1994","장호로",""
"전라북도 고창군 상하면 장호리","5**","단독","12m미만","50.8","561","202105","11","4,800","1972","장호로",""
"전라북도 고창군 상하면 하장리","1***","단독","12m미만","75.76","495","202104","19","4,500","2015","송라길",""
"전라북도 고창군 상하면 하장리","2**","단독","8m미만","126.74","517","202103","29","7,300","2015","하장신평길",""
"전라북도 고창군 상하면 하장리","3**","단독","8m미만","113.74","518","202101","5","1,000","1994","조만정길",""
"전라북도 고창군 상하면 하장리","9**","단독","12m미만","153.89","529","202012","29","9,500","2008","상하로",""
"전라북도 고창군 성내면 대흥리","7*","단독","8m미만","84.5","545","202010","7","6,000","1996","개비골길",""
"전라북도 고창군 성내면 부덕리","4**","단독","8m미만","88.7","509","202107","15","900","1940","장담길",""
"전라북도 고창군 성내면 산림리","산6*","단독","8m미만","47.6","1190","202102","3","3,060","1996","학동로",""
"전라북도 고창군 성내면 신성리","4**","단독","8m미만","79.01","529","202010","30","2,427","1995","장수길",""
"전라북도 고창군 성내면 신성리","4**","단독","8m미만","85.5","652","202108","2","4,650","1997","유목동길",""
"전라북도 고창군 성내면 양계리","*","단독","8m미만","95","660","202109","16","22,000","2012","내토1길",""
"전라북도 고창군 성내면 용교리","5**","단독","8m미만","95","317","202108","5","9,800","2019","다리골길",""
"전라북도 고창군 성내면 용교리","4**","단독","8m미만","68.4","522","202106","18","5,900","1920","다리골길",""
"전라북도 고창군 성내면 월산리","3**","단독","8m미만","99.75","493","202106","12","15,500","2010","한정길",""
"전라북도 고창군 성내면 월성리","2**","단독","8m미만","83.54","243","202108","3","2,000","1999","선운대로",""
"전라북도 고창군 성내면 조동리","3**","단독","8m미만","109.4","736","202107","1","6,500","1924","조동길",""
"전라북도 고창군 성내면 조동리","5**","단독","8m미만","99.1","1177","202104","8","12,565","2003","선운대로",""
"전라북도 고창군 성송면 계당리","6**","단독","8m미만","81.69","374","202010","30","3,550","1994","월계길",""
"전라북도 고창군 성송면 계당리","2**","단독","8m미만","89.85","659","202103","2","13,300","2016","계당길",""
"전라북도 고창군 성송면 괴치리","5**","단독","8m미만","191.58","684","202107","19","29,100","2019","양실길",""
"전라북도 고창군 성송면 낙양리","4**","단독","8m미만","84.6","889","202012","2","1,200","1971","낙양길",""
"전라북도 고창군 성송면 무송리","4**","단독","8m미만","112.89","733","202109","9","16,500","2007","대성로",""
"전라북도 고창군 성송면 사내리","5*","단독","8m미만","106.3","674","202103","13","4,500","1987","사내길",""
"전라북도 고창군 성송면 판정리","2**","단독","8m미만","80.3","154","202104","12","4,000","1993","null",""
"전라북도 고창군 성송면 판정리","3**","단독","8m미만","62.2","694","202103","20","1,238","1932","판정송암길",""
"전라북도 고창군 성송면 하고리","3*","단독","8m미만","97","469","202103","9","5,000","1999","내원1길",""
"전라북도 고창군 성송면 학천리","5**","단독","8m미만","41.9","153","202011","20","600","1901","null",""
"전라북도 고창군 신림면 가평리","5**","단독","8m미만","44.9","288","202101","22","1,000","1925","가평1길",""
"전라북도 고창군 신림면 법지리","3**","단독","8m미만","35.5","291","202102","22","2,950","1901","동법지길",""
