"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1588-0149로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20201001 ~ 20210930"
"실거래구분 : 오피스텔(매매)"
"주소구분 : 지번주소"
"시도 : 전라남도"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","층","건축년도","도로명","해제사유발생일"
"전라남도 고흥군 고흥읍 남계리","1050","1050","0","대현스카이캐슬","115.33","202011","6","32,300","2","2020","고흥군청로 24",""
"전라남도 고흥군 고흥읍 남계리","1050","1050","0","대현스카이캐슬","115.33","202012","28","31,300","4","2020","고흥군청로 24",""
"전라남도 고흥군 고흥읍 남계리","1050","1050","0","대현스카이캐슬","116.07","202101","27","32,300","2","2020","고흥군청로 24",""
"전라남도 고흥군 고흥읍 남계리","584","584","0","주건축물제1동","224.14","202012","8","26,200","5","1991","원동남계길 60",""
"전라남도 고흥군 도양읍 봉암리","2240-95","2240","95","블루베네치아아파트","70.51","202010","29","13,100","3","2018","녹동시장길 2",""
"전라남도 고흥군 도양읍 봉암리","2240-95","2240","95","블루베네치아아파트","70.51","202108","9","13,200","2","2018","녹동시장길 2",""
"전라남도 곡성군 옥과면 옥과리","220-1","220","1","(220-1)","26.44","202101","18","7,966","3","2019","대학로 128",""
"전라남도 곡성군 옥과면 옥과리","220-1","220","1","(220-1)","26.44","202101","18","7,966","3","2019","대학로 128",""
"전라남도 구례군 구례읍 봉동리","171-7","171","7","산수유아파트","84.41","202010","9","18,000","2","2018","5일시장큰길 50",""
"전라남도 나주시 금계동","104-1","104","1","성원오피스빌","49.6","202012","23","4,000","4","2004","금남길 7",""
"전라남도 나주시 빛가람동","279-4","279","4","광주전남혁신도시 포레루체오피스텔","26.48","202010","20","9,000","7","2015"," ",""
"전라남도 나주시 빛가람동","279-4","279","4","광주전남혁신도시 포레루체오피스텔","26.48","202011","19","7,400","9","2015"," ",""
"전라남도 나주시 빛가람동","279-4","279","4","광주전남혁신도시 포레루체오피스텔","26.48","202104","12","6,900","8","2015"," ",""
"전라남도 나주시 빛가람동","279-4","279","4","광주전남혁신도시 포레루체오피스텔","26.48","202104","23","7,300","12","2015"," ",""
"전라남도 나주시 빛가람동","279-4","279","4","광주전남혁신도시 포레루체오피스텔","26.48","202105","25","9,500","7","2015"," ",""
"전라남도 나주시 빛가람동","279-4","279","4","광주전남혁신도시 포레루체오피스텔","26.48","202106","11","7,000","8","2015"," ",""
"전라남도 나주시 빛가람동","279-4","279","4","광주전남혁신도시 포레루체오피스텔","26.48","202107","7","6,700","12","2015"," ",""
"전라남도 나주시 빛가람동","279-4","279","4","광주전남혁신도시 포레루체오피스텔","26.48","202107","27","6,500","6","2015"," ",""
"전라남도 나주시 빛가람동","279-4","279","4","광주전남혁신도시 포레루체오피스텔","26.48","202108","16","6,300","4","2015"," ",""
"전라남도 나주시 빛가람동","197","197","0","중흥에스-클래스메가티움1차","28.42","202010","30","7,500","8","2014","상야2길 7",""
"전라남도 나주시 빛가람동","197","197","0","중흥에스-클래스메가티움1차","28.42","202011","4","6,000","10","2014","상야2길 7",""
"전라남도 나주시 빛가람동","197","197","0","중흥에스-클래스메가티움1차","28.42","202011","4","6,000","10","2014","상야2길 7",""
"전라남도 나주시 빛가람동","197","197","0","중흥에스-클래스메가티움1차","28.42","202011","4","6,000","11","2014","상야2길 7",""
"전라남도 나주시 빛가람동","197","197","0","중흥에스-클래스메가티움1차","28.42","202011","4","6,000","8","2014","상야2길 7",""
"전라남도 나주시 빛가람동","197","197","0","중흥에스-클래스메가티움1차","28.42","202011","4","6,000","9","2014","상야2길 7",""
"전라남도 나주시 빛가람동","197","197","0","중흥에스-클래스메가티움1차","28.42","202011","19","6,000","10","2014","상야2길 7",""
"전라남도 나주시 빛가람동","197","197","0","중흥에스-클래스메가티움1차","28.42","202011","21","6,300","6","2014","상야2길 7",""
"전라남도 나주시 빛가람동","197","197","0","중흥에스-클래스메가티움1차","28.42","202011","21","6,300","10","2014","상야2길 7",""
"전라남도 나주시 빛가람동","197","197","0","중흥에스-클래스메가티움1차","28.42","202102","1","6,650","10","2014","상야2길 7",""
"전라남도 나주시 빛가람동","197","197","0","중흥에스-클래스메가티움1차","28.42","202103","26","6,900","10","2014","상야2길 7",""
"전라남도 나주시 빛가람동","197","197","0","중흥에스-클래스메가티움1차","28.42","202104","5","6,700","10","2014","상야2길 7",""
"전라남도 나주시 빛가람동","197","197","0","중흥에스-클래스메가티움1차","28.42","202105","4","6,500","10","2014","상야2길 7",""
"전라남도 나주시 빛가람동","197","197","0","중흥에스-클래스메가티움1차","44.37","202105","5","9,500","11","2014","상야2길 7",""
"전라남도 나주시 빛가람동","197","197","0","중흥에스-클래스메가티움1차","28.42","202105","20","6,700","7","2014","상야2길 7",""
"전라남도 나주시 빛가람동","197","197","0","중흥에스-클래스메가티움1차","44.37","202106","24","10,500","3","2014","상야2길 7",""
"전라남도 나주시 빛가람동","197","197","0","중흥에스-클래스메가티움1차","28.42","202107","15","6,700","8","2014","상야2길 7",""
"전라남도 나주시 빛가람동","197","197","0","중흥에스-클래스메가티움1차","29.12","202109","10","7,500","11","2014","상야2길 7",""
"전라남도 나주시 빛가람동","197","197","0","중흥에스-클래스메가티움1차","28.42","202109","26","7,500","7","2014","상야2길 7",""
"전라남도 나주시 빛가람동","200","200","0","중흥에스-클래스메가티움2차","33.01","202011","4","6,000","12","2015","상야3길 8",""
"전라남도 나주시 빛가람동","200","200","0","중흥에스-클래스메가티움2차","33.01","202011","4","6,000","10","2015","상야3길 8",""
"전라남도 나주시 빛가람동","200","200","0","중흥에스-클래스메가티움2차","71.14","202012","25","21,400","8","2015","상야3길 8",""
"전라남도 나주시 빛가람동","200","200","0","중흥에스-클래스메가티움2차","28.42","202012","26","6,400","3","2015","상야3길 8",""
"전라남도 나주시 빛가람동","200","200","0","중흥에스-클래스메가티움2차","28.42","202101","8","6,500","5","2015","상야3길 8",""
"전라남도 나주시 빛가람동","200","200","0","중흥에스-클래스메가티움2차","28.42","202102","20","6,650","4","2015","상야3길 8",""
"전라남도 나주시 빛가람동","200","200","0","중흥에스-클래스메가티움2차","33.01","202102","24","6,800","4","2015","상야3길 8",""
"전라남도 나주시 빛가람동","200","200","0","중흥에스-클래스메가티움2차","28.42","202103","8","7,000","10","2015","상야3길 8",""
"전라남도 나주시 빛가람동","200","200","0","중흥에스-클래스메가티움2차","28.42","202103","16","6,450","3","2015","상야3길 8",""
"전라남도 나주시 빛가람동","200","200","0","중흥에스-클래스메가티움2차","28.42","202103","16","6,450","3","2015","상야3길 8",""
"전라남도 나주시 빛가람동","200","200","0","중흥에스-클래스메가티움2차","28.42","202103","23","7,000","4","2015","상야3길 8",""
"전라남도 나주시 빛가람동","200","200","0","중흥에스-클래스메가티움2차","28.42","202103","24","6,500","7","2015","상야3길 8",""
"전라남도 나주시 빛가람동","200","200","0","중흥에스-클래스메가티움2차","28.42","202103","24","6,500","5","2015","상야3길 8",""
"전라남도 나주시 빛가람동","200","200","0","중흥에스-클래스메가티움2차","28.42","202103","31","8,650","7","2015","상야3길 8",""
"전라남도 나주시 빛가람동","200","200","0","중흥에스-클래스메가티움2차","28.42","202104","24","6,900","9","2015","상야3길 8",""
"전라남도 나주시 빛가람동","200","200","0","중흥에스-클래스메가티움2차","33.01","202105","3","7,000","9","2015","상야3길 8",""
"전라남도 나주시 빛가람동","200","200","0","중흥에스-클래스메가티움2차","29.12","202105","10","6,000","6","2015","상야3길 8",""
"전라남도 나주시 빛가람동","200","200","0","중흥에스-클래스메가티움2차","29.12","202105","18","6,000","7","2015","상야3길 8",""
"전라남도 나주시 빛가람동","200","200","0","중흥에스-클래스메가티움2차","28.42","202105","24","7,500","9","2015","상야3길 8",""
"전라남도 나주시 빛가람동","200","200","0","중흥에스-클래스메가티움2차","38.91","202105","28","9,700","4","2015","상야3길 8",""
"전라남도 나주시 빛가람동","200","200","0","중흥에스-클래스메가티움2차","28.42","202106","30","6,600","3","2015","상야3길 8",""
"전라남도 나주시 빛가람동","200","200","0","중흥에스-클래스메가티움2차","28.42","202107","5","6,700","8","2015","상야3길 8",""
"전라남도 나주시 빛가람동","200","200","0","중흥에스-클래스메가티움2차","28.42","202107","8","7,900","7","2015","상야3길 8",""
"전라남도 나주시 빛가람동","200","200","0","중흥에스-클래스메가티움2차","57.58","202107","9","14,400","11","2015","상야3길 8",""
"전라남도 나주시 빛가람동","200","200","0","중흥에스-클래스메가티움2차","33.01","202107","21","8,000","8","2015","상야3길 8",""
"전라남도 나주시 빛가람동","200","200","0","중흥에스-클래스메가티움2차","28.42","202108","16","6,800","11","2015","상야3길 8",""
"전라남도 나주시 빛가람동","200","200","0","중흥에스-클래스메가티움2차","28.42","202108","16","6,800","11","2015","상야3길 8",""
"전라남도 나주시 빛가람동","200","200","0","중흥에스-클래스메가티움2차","57.58","202108","27","16,170","11","2015","상야3길 8",""
"전라남도 나주시 빛가람동","200","200","0","중흥에스-클래스메가티움2차","28.42","202108","30","7,500","6","2015","상야3길 8",""
"전라남도 나주시 빛가람동","200","200","0","중흥에스-클래스메가티움2차","28.42","202108","31","7,200","8","2015","상야3길 8",""
"전라남도 나주시 빛가람동","200","200","0","중흥에스-클래스메가티움2차","57.58","202109","2","16,000","9","2015","상야3길 8",""
"전라남도 나주시 빛가람동","194-1","194","1","토담휴로스1차오피스텔","34.38","202012","15","7,500","6","2014","상야2길 16",""
"전라남도 나주시 빛가람동","194-1","194","1","토담휴로스1차오피스텔","34.38","202012","24","8,000","11","2014","상야2길 16",""
"전라남도 나주시 빛가람동","194-1","194","1","토담휴로스1차오피스텔","28.55","202012","29","7,000","4","2014","상야2길 16",""
"전라남도 나주시 빛가람동","194-1","194","1","토담휴로스1차오피스텔","34.38","202101","5","7,200","4","2014","상야2길 16",""
"전라남도 나주시 빛가람동","194-1","194","1","토담휴로스1차오피스텔","28.55","202103","16","6,850","4","2014","상야2길 16",""
"전라남도 나주시 빛가람동","194-1","194","1","토담휴로스1차오피스텔","28.55","202103","16","6,850","3","2014","상야2길 16",""
"전라남도 나주시 빛가람동","194-1","194","1","토담휴로스1차오피스텔","28.55","202103","29","6,750","4","2014","상야2길 16",""
"전라남도 나주시 빛가람동","194-1","194","1","토담휴로스1차오피스텔","28.55","202104","1","6,500","4","2014","상야2길 16",""
"전라남도 나주시 빛가람동","194-1","194","1","토담휴로스1차오피스텔","28.55","202104","9","6,750","4","2014","상야2길 16",""
"전라남도 나주시 빛가람동","194-1","194","1","토담휴로스1차오피스텔","28.55","202104","9","7,200","6","2014","상야2길 16",""
"전라남도 나주시 빛가람동","194-1","194","1","토담휴로스1차오피스텔","28.55","202105","22","6,850","6","2014","상야2길 16",""
"전라남도 나주시 빛가람동","194-1","194","1","토담휴로스1차오피스텔","28.55","202105","27","7,500","4","2014","상야2길 16",""
"전라남도 나주시 빛가람동","194-1","194","1","토담휴로스1차오피스텔","34.38","202107","14","8,500","8","2014","상야2길 16",""
"전라남도 나주시 빛가람동","194-1","194","1","토담휴로스1차오피스텔","28.55","202108","7","6,500","7","2014","상야2길 16",""
"전라남도 나주시 빛가람동","194-1","194","1","토담휴로스1차오피스텔","28.55","202108","19","8,200","5","2014","상야2길 16",""
"전라남도 나주시 빛가람동","194-1","194","1","토담휴로스1차오피스텔","34.38","202108","20","8,000","11","2014","상야2길 16",""
"전라남도 나주시 빛가람동","190-1","190","1","토담휴로스2차","27.45","202104","17","6,850","4","2014","상야1길 8",""
"전라남도 나주시 빛가람동","190-1","190","1","토담휴로스2차","27.45","202105","27","8,000","6","2014","상야1길 8",""
"전라남도 나주시 빛가람동","190-1","190","1","토담휴로스2차","27.45","202107","15","6,500","3","2014","상야1길 8",""
"전라남도 나주시 빛가람동","190-1","190","1","토담휴로스2차","27.45","202109","1","6,500","3","2014","상야1길 8",""
"전라남도 나주시 빛가람동","189-1","189","1","펠리시티S","28.9","202011","16","7,600","11","2014","전력로 6",""
"전라남도 나주시 빛가람동","189-1","189","1","펠리시티S","28.9","202102","27","7,600","10","2014","전력로 6",""
"전라남도 나주시 빛가람동","189-1","189","1","펠리시티S","28.9","202108","9","7,562","9","2014","전력로 6",""
"전라남도 나주시 빛가람동","189-1","189","1","펠리시티S","28.9","202108","9","7,562","10","2014","전력로 6",""
"전라남도 나주시 빛가람동","204-1","204","1","휴로스센트럴 오피스텔","30.77","202010","28","11,447","7","2020","상야3길 17",""
"전라남도 나주시 빛가람동","204-1","204","1","휴로스센트럴 오피스텔","30.77","202102","3","11,662","9","2020","상야3길 17",""
"전라남도 담양군 담양읍 지침리","85-2","85","2","(85-2)","80.74","202101","15","24,156","6","2019","지침1길 18","20210209"
"전라남도 담양군 담양읍 지침리","85-2","85","2","(85-2)","80.74","202101","15","24,156","6","2019","지침1길 18",""
"전라남도 목포시 달동","1336-32","1336","32","달동 M타운","39.27","202011","9","8,493","4","2016","신항로276번길 6",""
"전라남도 목포시 달동","1336-32","1336","32","달동 M타운","39.27","202011","9","8,493","4","2016","신항로276번길 6",""
"전라남도 목포시 달동","1336-32","1336","32","달동 M타운","38.24","202101","18","4,875","2","2016","신항로276번길 6",""
"전라남도 목포시 달동","1336-32","1336","32","달동 M타운","38.47","202101","18","4,875","2","2016","신항로276번길 6",""
"전라남도 목포시 달동","1336-32","1336","32","달동 M타운","38.47","202101","18","4,875","10","2016","신항로276번길 6",""
"전라남도 목포시 달동","1336-32","1336","32","달동 M타운","38.47","202101","18","4,875","2","2016","신항로276번길 6",""
"전라남도 목포시 달동","1336-32","1336","32","달동 M타운","39.27","202104","25","8,385","2","2016","신항로276번길 6",""
"전라남도 목포시 달동","1336-32","1336","32","달동 M타운","39.27","202105","12","8,000","10","2016","신항로276번길 6",""
"전라남도 목포시 동명동","385","385","0","그린오피스텔","32","202012","1","2,400","3","1999","동명들목로 33",""
"전라남도 목포시 동명동","385","385","0","그린오피스텔","32","202012","10","2,250","4","1999","동명들목로 33",""
"전라남도 목포시 동명동","385","385","0","그린오피스텔","32","202012","10","2,250","3","1999","동명들목로 33",""
"전라남도 목포시 동명동","385","385","0","그린오피스텔","32","202103","5","1,800","3","1999","동명들목로 33",""
"전라남도 목포시 동명동","385","385","0","그린오피스텔","32","202103","5","1,650","5","1999","동명들목로 33",""
"전라남도 목포시 동명동","385","385","0","그린오피스텔","32","202105","24","1,800","4","1999","동명들목로 33",""
"전라남도 목포시 동명동","385","385","0","그린오피스텔","32","202108","27","1,700","3","1999","동명들목로 33",""
"전라남도 목포시 산정동","1393","1393","0","동화오피스텔","51.89","202011","17","4,000","8","2002","삼학로 199",""
"전라남도 목포시 산정동","1393","1393","0","동화오피스텔","35.33","202108","4","2,150","4","2002","삼학로 199",""
"전라남도 목포시 산정동","1393","1393","0","동화오피스텔","35.33","202109","25","2,800","7","2002","삼학로 199",""
"전라남도 목포시 산정동","265-5","265","5","산체스오피스텔","30.81","202011","5","2,200","4","2001","양을로 128",""
"전라남도 목포시 산정동","265-5","265","5","산체스오피스텔","30.81","202012","24","2,200","7","2001","양을로 128",""
"전라남도 목포시 산정동","265-5","265","5","산체스오피스텔","30.42","202104","30","2,200","6","2001","양을로 128",""
"전라남도 목포시 산정동","265-5","265","5","산체스오피스텔","30.81","202106","4","2,250","3","2001","양을로 128",""
"전라남도 목포시 산정동","265-5","265","5","산체스오피스텔","30.81","202107","19","2,250","8","2001","양을로 128",""
"전라남도 목포시 산정동","1739","1739","0","수정오피스텔","38","202103","12","3,400","6","2001","죽산로 3",""
"전라남도 목포시 산정동","1739","1739","0","수정오피스텔","38","202107","15","2,550","4","2001","죽산로 3",""
"전라남도 목포시 산정동","1277-19","1277","19","예그리나2","49.4","202011","17","9,350","13","2014"," ",""
"전라남도 목포시 산정동","74-220","74","220","제일오피스텔","40.35","202106","8","3,000","2","2002","노송길 32-2",""
"전라남도 목포시 상동","829-15","829","15","21세기그린오피스텔","18.3","202104","29","1,500","3","2003","교육로 86",""
"전라남도 목포시 상동","829-15","829","15","21세기그린오피스텔","18.3","202106","24","1,100","3","2003","교육로 86",""
"전라남도 목포시 상동","815-4","815","4","21세기오피스텔(815-4)","34.01","202107","9","2,600","10","2002","교육로 107",""
"전라남도 목포시 상동","822-5","822","5","21세기오피스텔(822-5)","27.84","202011","18","2,000","4","2001","교육로 100",""
"전라남도 목포시 상동","822-5","822","5","21세기오피스텔(822-5)","27.84","202012","5","1,600","3","2001","교육로 100","20201230"
"전라남도 목포시 상동","822-5","822","5","21세기오피스텔(822-5)","27.84","202107","23","2,200","7","2001","교육로 100",""
"전라남도 목포시 상동","822-5","822","5","21세기오피스텔(822-5)","27.84","202108","2","2,000","10","2001","교육로 100",""
"전라남도 목포시 상동","822-5","822","5","21세기오피스텔(822-5)","27.84","202109","14","1,900","4","2001","교육로 100",""
"전라남도 목포시 상동","823-7","823","7","21세기하이트오피스텔","20.35","202011","16","700","3","2003","교육로 91",""
"전라남도 목포시 상동","823-7","823","7","21세기하이트오피스텔","20.35","202102","18","1,250","6","2003","교육로 91",""
"전라남도 목포시 상동","823-7","823","7","21세기하이트오피스텔","18.36","202104","8","950","7","2003","교육로 91",""
"전라남도 목포시 상동","823-7","823","7","21세기하이트오피스텔","18.36","202105","12","1,500","2","2003","교육로 91",""
"전라남도 목포시 상동","823-7","823","7","21세기하이트오피스텔","20.35","202109","23","1,100","6","2003","교육로 91",""
"전라남도 목포시 상동","1154-1","1154","1","건국샹제리제2","115.44","202010","23","12,000","3","2003","평화로 52",""
"전라남도 목포시 상동","1154-1","1154","1","건국샹제리제2","115.44","202107","23","13,000","3","2003","평화로 52",""
"전라남도 목포시 상동","829-12","829","12","나이스오피스텔","33.13","202104","14","3,000","6","2001","교육로 90",""
"전라남도 목포시 상동","829-12","829","12","나이스오피스텔","34.38","202108","26","2,500","11","2001","교육로 90",""
"전라남도 목포시 상동","567-21","567","21","로데오타운2","39.31","202011","22","3,000","8","2003","하당로153번길 21",""
"전라남도 목포시 상동","567-21","567","21","로데오타운2","60.55","202103","7","4,350","8","2003","하당로153번길 21",""
"전라남도 목포시 상동","567-21","567","21","로데오타운2","39.31","202103","29","3,000","3","2003","하당로153번길 21",""
"전라남도 목포시 상동","1140-4","1140","4","미래오피스텔","24.75","202010","14","2,600","5","2001","평화로107번길 9",""
"전라남도 목포시 상동","1140-4","1140","4","미래오피스텔","27.9","202101","5","1,850","5","2001","평화로107번길 9",""
"전라남도 목포시 상동","1140-4","1140","4","미래오피스텔","24.75","202108","13","2,100","8","2001","평화로107번길 9",""
"전라남도 목포시 상동","955-2","955","2","우진펠레스1","26.98","202106","8","2,729","6","2003","교육로41번길 15-1",""
"전라남도 목포시 상동","955-2","955","2","우진펠레스1","32.3","202106","8","3,267","2","2003","교육로41번길 15-1",""
"전라남도 목포시 상동","955-2","955","2","우진펠레스1","26.98","202106","8","2,729","2","2003","교육로41번길 15-1",""
"전라남도 목포시 상동","955-2","955","2","우진펠레스1","26.98","202106","8","2,729","5","2003","교육로41번길 15-1",""
"전라남도 목포시 상동","955-2","955","2","우진펠레스1","32.3","202106","8","3,267","5","2003","교육로41번길 15-1",""
