"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1588-0149로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20201001 ~ 20210930"
"실거래구분 : 오피스텔(매매)"
"주소구분 : 지번주소"
"시도 : 서울특별시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","층","건축년도","도로명","해제사유발생일"
"서울특별시 강남구 개포동","13-3","13","3","대청타워","31.91","202010","7","22,500","15","1997","개포로 623",""
"서울특별시 강남구 개포동","13-3","13","3","대청타워","31.91","202010","16","20,800","5","1997","개포로 623",""
"서울특별시 강남구 개포동","13-3","13","3","대청타워","32.44","202010","16","22,000","12","1997","개포로 623",""
"서울특별시 강남구 개포동","13-3","13","3","대청타워","32.44","202011","6","20,000","21","1997","개포로 623",""
"서울특별시 강남구 개포동","13-3","13","3","대청타워","31.91","202012","21","20,000","11","1997","개포로 623",""
"서울특별시 강남구 개포동","13-3","13","3","대청타워","32.44","202012","29","21,000","6","1997","개포로 623",""
"서울특별시 강남구 개포동","13-3","13","3","대청타워","31.91","202101","13","23,500","14","1997","개포로 623",""
"서울특별시 강남구 개포동","13-3","13","3","대청타워","31.91","202101","14","21,500","15","1997","개포로 623",""
"서울특별시 강남구 개포동","13-3","13","3","대청타워","31.91","202102","3","22,000","18","1997","개포로 623",""
"서울특별시 강남구 개포동","13-3","13","3","대청타워","31.91","202102","5","19,000","13","1997","개포로 623",""
"서울특별시 강남구 개포동","13-3","13","3","대청타워","31.91","202102","15","20,000","5","1997","개포로 623",""
"서울특별시 강남구 개포동","13-3","13","3","대청타워","31.91","202102","15","20,000","5","1997","개포로 623","20210324"
"서울특별시 강남구 개포동","13-3","13","3","대청타워","31.91","202103","3","21,000","18","1997","개포로 623",""
"서울특별시 강남구 개포동","13-3","13","3","대청타워","32.44","202103","6","23,000","7","1997","개포로 623",""
"서울특별시 강남구 개포동","13-3","13","3","대청타워","31.91","202103","8","22,000","10","1997","개포로 623",""
"서울특별시 강남구 개포동","13-3","13","3","대청타워","36.64","202104","15","22,500","16","1997","개포로 623","20210505"
"서울특별시 강남구 개포동","13-3","13","3","대청타워","31.91","202104","28","20,000","21","1997","개포로 623",""
"서울특별시 강남구 개포동","13-3","13","3","대청타워","36.64","202105","5","22,500","16","1997","개포로 623",""
"서울특별시 강남구 개포동","13-3","13","3","대청타워","31.91","202105","25","22,000","12","1997","개포로 623",""
"서울특별시 강남구 개포동","13-3","13","3","대청타워","32.44","202105","25","21,000","12","1997","개포로 623",""
"서울특별시 강남구 개포동","13-3","13","3","대청타워","31.91","202105","26","22,000","7","1997","개포로 623",""
"서울특별시 강남구 개포동","13-3","13","3","대청타워","32.44","202105","27","22,500","14","1997","개포로 623",""
"서울특별시 강남구 개포동","13-3","13","3","대청타워","31.91","202106","23","22,000","19","1997","개포로 623",""
"서울특별시 강남구 개포동","13-3","13","3","대청타워","31.91","202107","31","23,000","8","1997","개포로 623",""
"서울특별시 강남구 개포동","13-3","13","3","대청타워","32.44","202108","18","23,000","25","1997","개포로 623",""
