"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1588-0149로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20201001 ~ 20210930"
"실거래구분 : 연립다세대(매매)"
"주소구분 : 지번주소"
"시도 : 경상북도"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","번지","본번","부번","건물명","전용면적(㎡)","대지권면적(㎡)","계약년월","계약일","거래금액(만원)","층","건축년도","도로명","해제사유발생일"
"경상북도 경산시 자인면 북사리","62-1","0062","0001","서광1동","48.48","49.17","202102","25","4,500","1","1989","북사로1길 35",""
"경상북도 경산시 자인면 북사리","62-1","0062","0001","서광1동","48.48","49.17","202103","22","2,600","1","1989","북사로1길 35",""
"경상북도 경산시 자인면 북사리","62-6","0062","0006","서광2동","48.48","39.83","202106","14","4,500","1","1989","북사로1길 33",""
"경상북도 경산시 자인면 북사리","62-11","0062","0011","서광골든","61.02","56.6","202010","6","4,150","1","1991","자인로 18",""
"경상북도 경산시 자인면 북사리","62-11","0062","0011","서광골든","67.32","62.61","202103","19","2,500","3","1991","자인로 18",""
"경상북도 경산시 자인면 북사리","62-11","0062","0011","서광골든","61.02","56.6","202105","31","3,000","1","1991","자인로 18",""
"경상북도 경산시 자인면 북사리","81-5","0081","0005","화신3동,5동","57.6","44.6","202103","2","4,200","2","1991","북사로7길 9-4",""
"경상북도 경산시 정평동","175","0175","0000","건일빌라A","69.559","42.25","202106","28","14,300","1","2002","대학로13길 91-11",""
"경상북도 경산시 조영동","572-1","0572","0001","강산애아파트2차","82.4777","79.16","202011","23","26,320","1","2016","청운2로 74",""
"경상북도 경산시 조영동","572-1","0572","0001","강산애아파트2차","82.4777","79.16","202012","4","28,650","4","2016","청운2로 74",""
"경상북도 경산시 중방동","837-4","0837","0004","(837-4)","84.57","43.85","202010","9","17,700","2","2014","경안로48길 7-5",""
"경상북도 경산시 중방동","876-13","0876","0013","경산","55.08","47","202105","25","7,800","2","1978","경안로 175",""
"경상북도 경산시 중방동","876-13","0876","0013","경산","55.08","47","202106","18","8,000","2","1978","경안로 175",""
"경상북도 경산시 중방동","831-7","0831","0007","대맥(102동)","72.97","58.5","202101","13","14,800","3","2002","경안로50길 21",""
"경상북도 경산시 중방동","480-11","0480","0011","대성빌라트","59.4","38.4","202012","12","12,000","1","2002","중앙로17길 27",""
"경상북도 경산시 중방동","105-6","0105","0006","대원아파트","42.48","48.79","202011","13","15,800","2","1997","남매로 235",""
"경상북도 경산시 중방동","105-6","0105","0006","대원아파트","42.48","48.79","202012","15","14,000","2","1997","남매로 235",""
"경상북도 경산시 중방동","105-6","0105","0006","대원아파트","42.48","48.79","202103","13","17,500","3","1997","남매로 235",""
"경상북도 경산시 중방동","105-6","0105","0006","대원아파트","42.48","48.79","202108","14","17,000","3","1997","남매로 235",""
"경상북도 경산시 중방동","105-6","0105","0006","대원아파트","42.48","48.79","202108","16","17,800","1","1997","남매로 235",""
"경상북도 경산시 중방동","105-6","0105","0006","대원아파트","42.48","48.79","202108","26","17,500","2","1997","남매로 235",""
"경상북도 경산시 중방동","441","0441","0000","신라트리움(101동)","75.14","65.38","202107","23","11,700","1","2003","경안로47길 15",""
"경상북도 경산시 중방동","441-4","0441","0004","신라트리움(102동)","75.14","57.88","202108","6","13,500","1","2002","중앙로17길 49",""
"경상북도 경산시 중방동","335-2","0335","0002","창명하우스","64.7629","43.13","202101","18","16,000","5","2014","서상길 109",""
"경상북도 경산시 중방동","335-2","0335","0002","창명하우스","64.7629","43.13","202104","7","16,400","3","2014","서상길 109",""
"경상북도 경산시 중방동","266-2","0266","0002","창신가동","46.57","61.75","202104","22","5,400","2","1988","중앙로19길 43-1",""
"경상북도 경산시 중방동","266-69","0266","0069","창신나동","45.38","59.25","202010","30","4,600","2","1988","중앙로19길 43-3",""
"경상북도 경산시 중방동","266-69","0266","0069","창신나동","45.38","59.25","202106","2","4,720","1","1988","중앙로19길 43-3",""
"경상북도 경산시 중방동","867-23","0867","0023","한민","44.22","40.66","202010","14","4,000","-1","1992","경안로42길 34",""
"경상북도 경산시 중방동","867-5","0867","0005","화이트뷰A동","76.19","50.24","202102","18","8,500","1","2002","원효로7길 22",""
"경상북도 경산시 진량읍 보인리","58-1","0058","0001","거산B동","75.49","58.38","202108","26","4,500","2","1996","버티미길12길 31-4",""
"경상북도 경산시 진량읍 보인리","32-1","0032","0001","창경","29.83","26.39","202103","10","1,000","1","1997","버티미길12길 28-12",""
"경상북도 경산시 진량읍 봉회리","199-4","0199","0004","솔고개마을","70.7781","67.46","202102","15","16,500","2","2016","봉회1길 46-3",""
"경상북도 경산시 진량읍 봉회리","199-4","0199","0004","솔고개마을","64.6202","61.56","202107","5","10,500","5","2016","봉회1길 46-3",""
"경상북도 경산시 진량읍 상림리","172","0172","0000","아카데미","75.23","45.13","202108","2","5,300","1","1991","상림1길 21",""
"경상북도 경산시 진량읍 선화리","481-7","0481","0007","선화하이츠101동","69.5359","52","202103","29","8,100","5","2003","영청길 28-13",""
"경상북도 경산시 진량읍 선화리","481-7","0481","0007","선화하이츠101동","69.5359","52","202104","18","7,800","2","2003","영청길 28-13",""
"경상북도 경산시 진량읍 선화리","481-10","0481","0010","선화하이츠104동","70.9192","57.25","202107","28","6,800","4","2003","영청길 28-19",""
"경상북도 경산시 진량읍 선화리","481-11","0481","0011","선화하이츠105동","70.9192","60.25","202104","15","8,000","2","2003","영청길 28-21",""
"경상북도 경산시 진량읍 신상리","678-6","0678","0006","대동하이츠A동","54.42","39.49","202107","5","5,000","4","2002","공단로100길 9",""
"경상북도 경산시 진량읍 신상리","678-4","0678","0004","대동하이츠B동","69.69","46.16","202107","6","5,500","4","2002","공단로100길 13-1",""
"경상북도 경산시 진량읍 평사리(平沙)","820-3","0820","0003","보배B동","76.51","73.88","202104","29","4,500","4","2002","대구대로 409",""
"경상북도 경산시 평산동","813","0813","0000","샤갈의마을씨엘","146.9255","393.27","202108","17","113,000","2","2020","삼성현로 614-5",""
"경상북도 경산시 하양읍 금락리","395-13","0395","0013","엘리시안","24.4","16.26","202104","26","4,500","5","2013","대학로296길 9-16",""
"경상북도 경산시 하양읍 금락리","395-13","0395","0013","엘리시안","34.11","22.73","202104","26","6,400","5","2013","대학로296길 9-16",""
"경상북도 경산시 하양읍 금락리","395-13","0395","0013","엘리시안","35.09","23.38","202104","26","6,600","5","2013","대학로296길 9-16",""
"경상북도 경산시 하양읍 금락리","395-13","0395","0013","엘리시안","24.4","16.26","202104","26","4,600","2","2013","대학로296길 9-16",""
"경상북도 경산시 하양읍 금락리","395-13","0395","0013","엘리시안","35.09","23.38","202104","26","6,700","2","2013","대학로296길 9-16",""
"경상북도 경산시 하양읍 금락리","395-13","0395","0013","엘리시안","34.11","22.73","202104","26","6,500","2","2013","대학로296길 9-16",""
"경상북도 경산시 하양읍 금락리","395-13","0395","0013","엘리시안","24.4","16.26","202104","26","4,600","2","2013","대학로296길 9-16",""
"경상북도 경산시 하양읍 금락리","395-13","0395","0013","엘리시안","24.4","16.26","202104","26","4,600","3","2013","대학로296길 9-16",""
"경상북도 경산시 하양읍 금락리","395-13","0395","0013","엘리시안","35.09","23.38","202104","26","6,700","3","2013","대학로296길 9-16",""
"경상북도 경산시 하양읍 금락리","395-13","0395","0013","엘리시안","34.11","22.73","202104","26","6,500","3","2013","대학로296길 9-16",""
"경상북도 경산시 하양읍 금락리","395-13","0395","0013","엘리시안","24.4","16.26","202104","26","4,600","3","2013","대학로296길 9-16",""
"경상북도 경산시 하양읍 금락리","395-13","0395","0013","엘리시안","24.4","16.26","202104","26","4,600","4","2013","대학로296길 9-16",""
"경상북도 경산시 하양읍 금락리","395-13","0395","0013","엘리시안","35.09","23.38","202104","26","6,700","4","2013","대학로296길 9-16",""
"경상북도 경산시 하양읍 금락리","395-13","0395","0013","엘리시안","34.11","22.73","202104","26","6,500","4","2013","대학로296길 9-16",""
"경상북도 경산시 하양읍 금락리","395-13","0395","0013","엘리시안","24.4","16.26","202104","26","4,600","4","2013","대학로296길 9-16",""
"경상북도 경산시 하양읍 금락리","395-13","0395","0013","엘리시안","24.4","16.26","202104","26","4,500","5","2013","대학로296길 9-16",""
"경상북도 경산시 하양읍 금락리","395-7","0395","0007","파라디아","24.4","15.99","202104","26","4,300","3","2013","대학로296길 9-14",""
"경상북도 경산시 하양읍 금락리","395-7","0395","0007","파라디아","24.4","15.99","202104","26","4,300","4","2013","대학로296길 9-14",""
"경상북도 경산시 하양읍 금락리","395-7","0395","0007","파라디아","24.4","15.99","202104","26","4,250","5","2013","대학로296길 9-14",""
"경상북도 경산시 하양읍 금락리","395-7","0395","0007","파라디아","24.4","15.99","202104","26","4,250","5","2013","대학로296길 9-14",""
"경상북도 경산시 하양읍 금락리","395-7","0395","0007","파라디아","35.58","23.32","202104","26","6,200","2","2013","대학로296길 9-14",""
"경상북도 경산시 하양읍 금락리","395-7","0395","0007","파라디아","35.58","23.32","202104","26","6,200","2","2013","대학로296길 9-14",""
"경상북도 경산시 하양읍 금락리","395-7","0395","0007","파라디아","35.58","23.32","202104","26","6,200","3","2013","대학로296길 9-14",""
"경상북도 경산시 하양읍 금락리","395-7","0395","0007","파라디아","35.58","23.32","202104","26","6,200","3","2013","대학로296길 9-14",""
"경상북도 경산시 하양읍 금락리","395-7","0395","0007","파라디아","35.58","23.32","202104","26","6,200","4","2013","대학로296길 9-14",""
"경상북도 경산시 하양읍 금락리","395-7","0395","0007","파라디아","35.58","23.32","202104","26","6,200","4","2013","대학로296길 9-14",""
"경상북도 경산시 하양읍 금락리","395-7","0395","0007","파라디아","35.58","23.32","202104","26","6,150","5","2013","대학로296길 9-14",""
"경상북도 경산시 하양읍 금락리","395-7","0395","0007","파라디아","35.58","23.32","202104","26","6,150","5","2013","대학로296길 9-14",""
"경상북도 경산시 하양읍 금락리","395-7","0395","0007","파라디아","24.4","15.99","202104","26","4,300","2","2013","대학로296길 9-14",""
"경상북도 경산시 하양읍 금락리","395-7","0395","0007","파라디아","24.4","15.99","202104","26","4,300","2","2013","대학로296길 9-14",""
"경상북도 경산시 하양읍 금락리","395-7","0395","0007","파라디아","24.4","15.99","202104","26","4,300","3","2013","대학로296길 9-14",""
"경상북도 경산시 하양읍 금락리","395-7","0395","0007","파라디아","24.4","15.99","202104","26","4,300","4","2013","대학로296길 9-14",""
"경상북도 경산시 하양읍 금락리","161-32","0161","0032","휴가오피스텔","21.68","12.78","202101","15","9,100","9","2017","대경로 653",""
"경상북도 경산시 하양읍 금락리","161-32","0161","0032","휴가오피스텔","24.3992","14.38","202101","22","10,550","10","2017","대경로 653",""
"경상북도 경산시 하양읍 도리리","56-5","0056","0005","효성(56-5)","118.91","88.33","202104","9","14,000","2","1992","무학로 34",""
"경상북도 경산시 하양읍 도리리","56-5","0056","0005","효성(56-5)","118.91","88.33","202104","23","14,000","2","1992","무학로 34",""
"경상북도 경산시 하양읍 동서리","1145","1145","0000","다채움빌","71.675","66.5","202103","19","13,000","5","2013","하양로33길 28",""
"경상북도 경산시 하양읍 동서리","591-37","0591","0037","청보","43.84","29.68","202105","10","2,050","2","1997","동서3길 27",""
"경상북도 경주시 감포읍 감포리","30-2","0030","0002","감포품안애","59.9252","30.83","202011","6","9,500","2","2018","동해안로 2278",""
"경상북도 경주시 감포읍 감포리","30-2","0030","0002","감포품안애","59.5164","30.62","202102","22","10,000","3","2018","동해안로 2278",""
"경상북도 경주시 감포읍 감포리","30-2","0030","0002","감포품안애","59.5164","30.62","202103","18","10,000","3","2018","동해안로 2278",""
"경상북도 경주시 감포읍 감포리","30-2","0030","0002","감포품안애","59.5164","30.62","202106","7","10,000","4","2018","동해안로 2278",""
"경상북도 경주시 감포읍 감포리","30-2","0030","0002","감포품안애","59.5164","30.62","202106","25","10,000","4","2018","동해안로 2278",""
"경상북도 경주시 감포읍 감포리","30-2","0030","0002","감포품안애","59.9252","30.83","202107","30","10,000","2","2018","동해안로 2278",""
"경상북도 경주시 감포읍 감포리","30-2","0030","0002","감포품안애","59.5164","30.62","202108","3","10,000","2","2018","동해안로 2278",""
"경상북도 경주시 감포읍 감포리","30-2","0030","0002","감포품안애","59.5164","30.62","202108","12","10,000","2","2018","동해안로 2278",""
"경상북도 경주시 감포읍 감포리","30-2","0030","0002","감포품안애","59.9252","30.83","202109","24","10,000","3","2018","동해안로 2278",""
"경상북도 경주시 감포읍 감포리","35-2","0035","0002","해원푸른빌라(101,102동)","84.27","71.03","202012","30","7,000","2","1998","동해안로 2288-14",""
"경상북도 경주시 감포읍 오류리","209-14","0209","0014","경주아이브","90.403","198.61","202103","9","31,500","1","2018","동해안로 2489",""
"경상북도 경주시 감포읍 오류리","209-14","0209","0014","경주아이브","81.71","181.01","202106","28","28,000","1","2018","동해안로 2489",""
"경상북도 경주시 감포읍 오류리","209-14","0209","0014","경주아이브","81.71","181.01","202107","13","32,000","1","2018","동해안로 2489",""
"경상북도 경주시 감포읍 오류리","산130-3","0130","0003","동남마린파크","31.5","40.43","202011","12","4,600","4","1994","감포로 369",""
"경상북도 경주시 감포읍 오류리","353-1","0353","0001","리치블루","61.79","55.21","202108","5","27,370","2","2018","감포로 326",""
"경상북도 경주시 감포읍 오류리","353-1","0353","0001","리치블루","61.79","55.21","202108","5","27,370","3","2018","감포로 326",""
"경상북도 경주시 감포읍 오류리","353-1","0353","0001","리치블루","61.79","55.21","202108","5","27,370","3","2018","감포로 326",""
"경상북도 경주시 감포읍 오류리","353-1","0353","0001","리치블루","67.58","60.38","202108","5","29,930","3","2018","감포로 326",""
"경상북도 경주시 감포읍 오류리","353-1","0353","0001","리치블루","61.79","55.21","202108","5","27,370","4","2018","감포로 326",""
"경상북도 경주시 감포읍 오류리","353-1","0353","0001","리치블루","61.79","55.21","202108","5","27,370","2","2018","감포로 326",""
"경상북도 경주시 감포읍 오류리","353-1","0353","0001","리치블루","94.04","84.02","202108","5","41,660","2","2018","감포로 326",""
