"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1588-0149로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20201001 ~ 20210930"
"실거래구분 : 연립다세대(매매)"
"주소구분 : 지번주소"
"시도 : 강원도"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","번지","본번","부번","건물명","전용면적(㎡)","대지권면적(㎡)","계약년월","계약일","거래금액(만원)","층","건축년도","도로명","해제사유발생일"
"강원도 강릉시 교동","302","0302","0000","까르빌","67.9961","50.95","202105","1","19,000","5","2018","화부산로141번안길 3",""
"강원도 강릉시 교동","302","0302","0000","까르빌","73.2114","54.96","202108","31","24,000","5","2018","화부산로141번안길 3",""
"강원도 강릉시 교동","972-3","0972","0003","아펠리아","36.41","61.25","202102","15","11,800","2","2018","원대로30번길 11","20210310"
"강원도 강릉시 교동","972-3","0972","0003","아펠리아","23.82","40.07","202102","15","8,500","4","2018","원대로30번길 11","20210310"
"강원도 강릉시 교동","972-3","0972","0003","아펠리아","36.41","61.25","202102","15","11,800","2","2018","원대로30번길 11",""
"강원도 강릉시 교동","972-3","0972","0003","아펠리아","23.82","40.07","202102","15","8,500","4","2018","원대로30번길 11",""
"강원도 강릉시 교동","268-7","0268","0007","이화","58.11","45","202010","6","5,500","3","1981","율곡로2968번길 24",""
"강원도 강릉시 교동","303-1","0303","0001","이화","56.79","79.16","202010","19","9,000","1","1984","율곡로2968번안길 2",""
"강원도 강릉시 교동","303-1","0303","0001","이화","56.79","79.16","202011","2","9,150","2","1984","율곡로2968번안길 2",""
"강원도 강릉시 교동","303-1","0303","0001","이화","56.79","79.16","202011","2","9,500","2","1984","율곡로2968번안길 2",""
"강원도 강릉시 교동","303-1","0303","0001","이화","56.79","79.16","202011","12","6,900","3","1984","율곡로2968번안길 2",""
"강원도 강릉시 교동","303-1","0303","0001","이화","56.79","79.16","202011","12","10,000","2","1984","율곡로2968번안길 2",""
"강원도 강릉시 교동","303-1","0303","0001","이화","56.79","79.16","202011","12","10,000","2","1984","율곡로2968번안길 2","20201112"
"강원도 강릉시 교동","303-1","0303","0001","이화","56.79","79.16","202011","13","10,000","1","1984","율곡로2968번안길 2",""
"강원도 강릉시 교동","303-1","0303","0001","이화","56.79","79.16","202011","13","10,000","3","1984","율곡로2968번안길 2",""
"강원도 강릉시 교동","303-1","0303","0001","이화","56.79","79.16","202012","16","9,990","1","1984","율곡로2968번안길 2",""
"강원도 강릉시 교동","303-1","0303","0001","이화","56.79","79.16","202012","17","9,500","2","1984","율곡로2968번안길 2",""
"강원도 강릉시 교동","303-1","0303","0001","이화","56.79","79.16","202012","23","9,900","3","1984","율곡로2968번안길 2",""
"강원도 강릉시 교동","303-1","0303","0001","이화","56.79","79.16","202012","25","10,600","3","1984","율곡로2968번안길 2",""
"강원도 강릉시 교동","303-1","0303","0001","이화","56.79","79.16","202012","27","7,000","1","1984","율곡로2968번안길 2",""
"강원도 강릉시 교동","303-1","0303","0001","이화","56.79","79.16","202012","28","10,360","3","1984","율곡로2968번안길 2",""
"강원도 강릉시 교동","303-1","0303","0001","이화","56.79","79.16","202101","7","11,500","3","1984","율곡로2968번안길 2",""
"강원도 강릉시 교동","303-1","0303","0001","이화","56.79","79.16","202101","8","9,000","1","1984","율곡로2968번안길 2",""
"강원도 강릉시 교동","303-1","0303","0001","이화","56.79","79.16","202101","23","10,500","1","1984","율곡로2968번안길 2",""
"강원도 강릉시 교동","303-1","0303","0001","이화","56.79","79.16","202101","23","10,900","3","1984","율곡로2968번안길 2",""
"강원도 강릉시 교동","303-1","0303","0001","이화","56.79","79.16","202102","26","11,000","1","1984","율곡로2968번안길 2",""
"강원도 강릉시 교동","303-1","0303","0001","이화","56.79","79.16","202102","26","11,100","3","1984","율곡로2968번안길 2",""
"강원도 강릉시 교동","303-1","0303","0001","이화","56.79","79.16","202103","12","10,000","1","1984","율곡로2968번안길 2",""
"강원도 강릉시 교동","268-7","0268","0007","이화","58.13","45","202103","20","9,500","1","1981","율곡로2968번길 24",""
"강원도 강릉시 교동","303-1","0303","0001","이화","56.79","79.16","202103","29","12,000","2","1984","율곡로2968번안길 2",""
"강원도 강릉시 교동","303-1","0303","0001","이화","56.79","79.16","202104","16","9,200","1","1984","율곡로2968번안길 2","20210420"
"강원도 강릉시 교동","303-1","0303","0001","이화","56.79","79.16","202105","4","10,700","1","1984","율곡로2968번안길 2",""
"강원도 강릉시 교동","303-1","0303","0001","이화","56.79","79.16","202105","7","12,000","3","1984","율곡로2968번안길 2",""
"강원도 강릉시 교동","303-1","0303","0001","이화","56.79","79.16","202105","7","11,000","2","1984","율곡로2968번안길 2",""
"강원도 강릉시 교동","268-7","0268","0007","이화","58.11","45","202105","7","10,500","3","1981","율곡로2968번길 24",""
"강원도 강릉시 교동","303-1","0303","0001","이화","56.79","79.16","202105","11","5,100","2","1984","율곡로2968번안길 2",""
"강원도 강릉시 교동","303-1","0303","0001","이화","56.79","79.16","202105","21","10,700","1","1984","율곡로2968번안길 2",""
"강원도 강릉시 교동","268-7","0268","0007","이화","58.12","45","202107","25","10,500","2","1981","율곡로2968번길 24","20211022"
"강원도 강릉시 교동","303-1","0303","0001","이화","56.79","79.16","202108","7","11,000","3","1984","율곡로2968번안길 2",""
"강원도 강릉시 교동","303-1","0303","0001","이화","56.79","79.16","202108","7","11,000","3","1984","율곡로2968번안길 2","20210907"
"강원도 강릉시 교동","303-1","0303","0001","이화","56.79","79.16","202109","23","8,000","1","1984","율곡로2968번안길 2",""
"강원도 강릉시 교동","828-1","0828","0001","풍원국민주택","58.675","64.48","202107","2","8,450","1","1985","화부산로 93",""
"강원도 강릉시 구정면 학산리","641-106","0641","0106","학산로얄빌라","84.75","116.08","202010","27","13,000","2","2015","구정옥봉길 150-9",""
"강원도 강릉시 구정면 학산리","641-106","0641","0106","학산로얄빌라","149.34","204.56","202011","2","26,000","3","2015","구정옥봉길 150-9",""
"강원도 강릉시 구정면 학산리","641-106","0641","0106","학산로얄빌라","84.75","116.08","202011","23","16,500","4","2015","구정옥봉길 150-9",""
"강원도 강릉시 구정면 학산리","641-106","0641","0106","학산로얄빌라","84.75","116.26","202011","23","16,500","3","2015","구정옥봉길 150-9",""
"강원도 강릉시 내곡동","267","0267","0000","기산그린타운","30.59","57.51","202011","2","3,600","2","1997","범일로 528",""
"강원도 강릉시 내곡동","267","0267","0000","기산그린타운","49.57","93.19","202101","8","7,400","3","1997","범일로 528",""
"강원도 강릉시 내곡동","267","0267","0000","기산그린타운","30.59","57.51","202102","17","4,800","4","1997","범일로 528",""
"강원도 강릉시 내곡동","267","0267","0000","기산그린타운","30.59","57.51","202103","15","4,500","1","1997","범일로 528",""
"강원도 강릉시 내곡동","267","0267","0000","기산그린타운","30.59","57.51","202104","8","4,600","3","1997","범일로 528",""
"강원도 강릉시 내곡동","267","0267","0000","기산그린타운","49.57","93.19","202104","23","7,900","2","1997","범일로 528",""
"강원도 강릉시 내곡동","267","0267","0000","기산그린타운","49.57","93.19","202104","23","8,100","1","1997","범일로 528",""
"강원도 강릉시 내곡동","267","0267","0000","기산그린타운","30.59","57.51","202106","10","4,300","4","1997","범일로 528",""
"강원도 강릉시 내곡동","267","0267","0000","기산그린타운","30.59","57.51","202106","10","4,500","1","1997","범일로 528",""
"강원도 강릉시 내곡동","267","0267","0000","기산그린타운","30.59","57.51","202106","10","4,400","3","1997","범일로 528",""
"강원도 강릉시 내곡동","267","0267","0000","기산그린타운","30.59","57.51","202106","10","4,300","4","1997","범일로 528",""
"강원도 강릉시 내곡동","267","0267","0000","기산그린타운","30.59","57.51","202106","10","4,500","1","1997","범일로 528",""
"강원도 강릉시 내곡동","267","0267","0000","기산그린타운","30.59","57.51","202106","10","4,700","2","1997","범일로 528",""
"강원도 강릉시 내곡동","267","0267","0000","기산그린타운","30.59","57.51","202106","10","4,500","1","1997","범일로 528",""
"강원도 강릉시 내곡동","267","0267","0000","기산그린타운","30.59","57.51","202106","16","4,600","3","1997","범일로 528",""
"강원도 강릉시 내곡동","267","0267","0000","기산그린타운","30.59","57.51","202106","18","4,500","4","1997","범일로 528",""
"강원도 강릉시 내곡동","267","0267","0000","기산그린타운","30.59","57.51","202107","5","4,600","4","1997","범일로 528",""
"강원도 강릉시 내곡동","267","0267","0000","기산그린타운","30.59","57.51","202107","10","4,700","2","1997","범일로 528",""
"강원도 강릉시 내곡동","267","0267","0000","기산그린타운","30.59","57.51","202107","19","5,000","1","1997","범일로 528",""
"강원도 강릉시 내곡동","267","0267","0000","기산그린타운","30.59","57.51","202107","19","5,000","3","1997","범일로 528",""
"강원도 강릉시 내곡동","267","0267","0000","기산그린타운","30.59","57.51","202107","26","4,900","2","1997","범일로 528",""
"강원도 강릉시 내곡동","267","0267","0000","기산그린타운","30.59","57.51","202108","12","4,500","2","1997","범일로 528",""
"강원도 강릉시 내곡동","267","0267","0000","기산그린타운","30.59","57.51","202108","12","4,550","3","1997","범일로 528",""
"강원도 강릉시 내곡동","267","0267","0000","기산그린타운","30.59","57.51","202108","12","4,550","3","1997","범일로 528",""
"강원도 강릉시 내곡동","267","0267","0000","기산그린타운","30.59","57.51","202108","12","4,600","2","1997","범일로 528",""
"강원도 강릉시 내곡동","267","0267","0000","기산그린타운","30.59","57.51","202108","12","4,600","2","1997","범일로 528",""
"강원도 강릉시 내곡동","267","0267","0000","기산그린타운","30.59","57.51","202108","24","4,200","1","1997","범일로 528",""
"강원도 강릉시 내곡동","267","0267","0000","기산그린타운","30.59","57.51","202109","13","4,350","1","1997","범일로 528",""
"강원도 강릉시 내곡동","267","0267","0000","기산그린타운","30.59","57.51","202109","17","4,500","4","1997","범일로 528",""
"강원도 강릉시 내곡동","267","0267","0000","기산그린타운","30.59","57.51","202109","23","5,300","1","1997","범일로 528",""
"강원도 강릉시 내곡동","109-1","0109","0001","무지개","57.33","69.35","202012","24","5,000","1","1984","강변로194번길 15",""
"강원도 강릉시 내곡동","109-1","0109","0001","무지개","57.33","69.35","202101","17","6,900","2","1984","강변로194번길 15",""
"강원도 강릉시 내곡동","109-1","0109","0001","무지개","57.33","69.35","202104","6","3,300","3","1984","강변로194번길 15",""
"강원도 강릉시 노암동","593-11","0593","0011","(593-11)","72.21","143.18","202108","4","18,900","3","2018","남부로136번길 7",""
"강원도 강릉시 노암동","337","0337","0000","개나리","50.46","62.55","202101","27","3,800","3","1983","노암길41번길 14",""
"강원도 강릉시 노암동","337","0337","0000","개나리","50.46","62.55","202103","11","4,750","3","1983","노암길41번길 14",""
"강원도 강릉시 노암동","337","0337","0000","개나리","50.46","62.55","202103","13","4,450","2","1983","노암길41번길 14",""
"강원도 강릉시 노암동","337","0337","0000","개나리","50.46","62.55","202103","24","6,000","2","1983","노암길41번길 14",""
"강원도 강릉시 노암동","337","0337","0000","개나리","50.46","62.55","202108","17","4,400","3","1983","노암길41번길 14",""
"강원도 강릉시 노암동","337","0337","0000","개나리","50.71","62.55","202108","31","5,700","3","1983","노암길41번길 14",""
"강원도 강릉시 노암동","639-22","0639","0022","남산","50.04","73.5","202103","8","5,200","1","1986","남산길 32",""
