"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1588-0149로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20201001 ~ 20210930"
"실거래구분 : 연립다세대(매매)"
"주소구분 : 지번주소"
"시도 : 경상남도"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","번지","본번","부번","건물명","전용면적(㎡)","대지권면적(㎡)","계약년월","계약일","거래금액(만원)","층","건축년도","도로명","해제사유발생일"
"경상남도 거제시 상동동","307","0307","0000","상동청목아델하임","84.9973","266.11","202106","11","32,000","4","2013","고현천로 227",""
"경상남도 거제시 상동동","307","0307","0000","상동청목아델하임","84.9973","266.11","202107","10","27,000","3","2013","고현천로 227",""
"경상남도 거제시 상동동","307","0307","0000","상동청목아델하임","84.9919","338.3","202109","4","25,900","1","2013","고현천로 227",""
"경상남도 거제시 상동동","307","0307","0000","상동청목아델하임","84.9973","266.11","202109","4","34,000","1","2013","고현천로 227",""
"경상남도 거제시 상동동","307","0307","0000","상동청목아델하임","84.9973","266.11","202109","13","35,000","1","2013","고현천로 227",""
"경상남도 거제시 상동동","307","0307","0000","상동청목아델하임","84.9919","266.09","202109","30","23,000","2","2013","고현천로 227",""
"경상남도 거제시 상동동","1076","1076","0000","상동파크아델하임","73.1702","102.71","202101","14","21,000","4","2017","고현천로 225",""
"경상남도 거제시 상동동","1076","1076","0000","상동파크아델하임","73.1702","102.71","202102","16","17,500","2","2017","고현천로 225",""
"경상남도 거제시 상동동","1076","1076","0000","상동파크아델하임","73.1702","102.71","202102","23","16,800","3","2017","고현천로 225",""
"경상남도 거제시 상동동","1076","1076","0000","상동파크아델하임","73.1702","102.71","202103","11","16,800","4","2017","고현천로 225",""
"경상남도 거제시 상동동","1076","1076","0000","상동파크아델하임","73.1702","102.71","202103","18","16,800","2","2017","고현천로 225",""
"경상남도 거제시 상동동","1076","1076","0000","상동파크아델하임","73.1702","102.71","202104","14","16,800","2","2017","고현천로 225",""
"경상남도 거제시 상동동","1076","1076","0000","상동파크아델하임","73.1702","102.71","202105","4","16,800","2","2017","고현천로 225","20210518"
"경상남도 거제시 상동동","1076","1076","0000","상동파크아델하임","73.1702","102.71","202105","4","16,800","2","2017","고현천로 225",""
"경상남도 거제시 상동동","1076","1076","0000","상동파크아델하임","73.1702","102.71","202106","18","16,800","3","2017","고현천로 225",""
"경상남도 거제시 상동동","1076","1076","0000","상동파크아델하임","73.1702","102.71","202106","24","20,500","4","2017","고현천로 225",""
"경상남도 거제시 상동동","1076","1076","0000","상동파크아델하임","73.1702","102.71","202107","6","16,800","4","2017","고현천로 225","20210802"
"경상남도 거제시 상동동","1076","1076","0000","상동파크아델하임","73.1702","102.71","202107","7","16,800","4","2017","고현천로 225",""
"경상남도 거제시 상동동","1076","1076","0000","상동파크아델하임","73.1702","102.71","202108","18","15,000","3","2017","고현천로 225",""
"경상남도 거제시 상동동","1076","1076","0000","상동파크아델하임","73.1702","102.71","202108","18","15,000","4","2017","고현천로 225",""
"경상남도 거제시 상동동","1076","1076","0000","상동파크아델하임","73.1702","102.71","202108","18","15,000","4","2017","고현천로 225",""
"경상남도 거제시 수월동","1002","1002","0000","리베라움A","69.34","129.85","202106","16","13,290","2","2012","해명로2길 30",""
"경상남도 거제시 수월동","1043-74","1043","0074","리오그린타운","43.83","30.53","202104","8","7,100","5","2014","해명로 22-8",""
"경상남도 거제시 수월동","1043-74","1043","0074","리오그린타운","43.83","30.53","202107","19","7,000","2","2014","해명로 22-8",""
"경상남도 거제시 수월동","823","0823","0000","스마트빌","65.68","50.62","202102","19","13,000","5","2012","해명로 67-1",""
"경상남도 거제시 수월동","823","0823","0000","스마트빌","49.11","37.85","202104","12","7,000","4","2012","해명로 67-1",""
"경상남도 거제시 수월동","823","0823","0000","스마트빌","62.29","48","202106","19","8,500","2","2012","해명로 67-1",""
"경상남도 거제시 수월동","504-1","0504","0001","에덴빌리지","72.44","101.25","202102","10","13,000","3","2014","수월1길 98",""
"경상남도 거제시 수월동","504-1","0504","0001","에덴빌리지","52.37","73.24","202104","28","7,000","3","2014","수월1길 98",""
"경상남도 거제시 수월동","503","0503","0000","행복한빌라","84.9358","128.17","202104","23","16,000","1","2017","수월1길 100",""
"경상남도 거제시 아주동","320-34","0320","0034","보명","75.95","55.88","202103","15","5,600","3","1997","아주로3길 31-9",""
"경상남도 거제시 양정동","989-5","0989","0005","청명화이트","77.86","116.08","202103","18","9,800","3","2003","거제대로 4601",""
"경상남도 거제시 양정동","989-5","0989","0005","청명화이트","69.255","103.25","202104","16","8,850","1","2003","거제대로 4601",""
"경상남도 거제시 양정동","989-5","0989","0005","청명화이트","77.86","116.08","202105","4","8,300","4","2003","거제대로 4601","20210520"
"경상남도 거제시 양정동","989-5","0989","0005","청명화이트","77.86","116.08","202106","2","9,800","4","2003","거제대로 4601",""
"경상남도 거제시 양정동","989-5","0989","0005","청명화이트","77.86","116.08","202107","27","11,000","1","2003","거제대로 4601",""
"경상남도 거제시 양정동","989-5","0989","0005","청명화이트","77.86","116.08","202108","28","10,000","4","2003","거제대로 4601",""
"경상남도 거제시 연초면 다공리","735","0735","0000","GT빌","95.124","181.5","202106","19","7,000","1","2012","다공3길 74-10",""
"경상남도 거제시 연초면 송정리","206-2","0206","0002","덕산주택","42.3","92.39","202104","19","4,300","1","1985","송정5길 90",""
"경상남도 거제시 연초면 송정리","156-5","0156","0005","크라운빌","97.4","157.22","202103","11","9,500","2","2004","국산로 12",""
"경상남도 거제시 연초면 연사리","1034","1034","0000","행복한집","67.3","49.97","202106","11","8,500","4","2016","연사3길 32",""
"경상남도 거제시 연초면 한내리","58","0058","0000","동일빌라","73.9","54.42","202103","16","4,700","1","1996","한내2길 21",""
"경상남도 거제시 옥포동","534-8","0534","0008","경남","53.88","50.61","202010","31","5,700","3","1989","옥포로18길 21",""
"경상남도 거제시 옥포동","510-25","0510","0025","계룡(비동)","49.28","45.5","202108","30","4,000","3","1985","옥포로22길 35",""
"경상남도 거제시 옥포동","510-24","0510","0024","계룡(에이동)","59.67","55.7","202104","23","5,000","1","1985","옥포로22길 35",""
"경상남도 거제시 옥포동","510-24","0510","0024","계룡(에이동)","46.44","43.4","202107","19","6,000","3","1985","옥포로22길 35",""
"경상남도 거제시 옥포동","540-15","0540","0015","국화","52.11","38.29","202012","25","1,800","3","1984","옥포로16길 12",""
"경상남도 거제시 옥포동","518-7","0518","0007","금오","48.06","46.7","202104","17","3,000","1","1984","옥포로23길 7",""
"경상남도 거제시 옥포동","1265-1","1265","0001","대산한솔빌라","84.55","130.07","202011","8","8,000","3","1997","옥포로 367",""
"경상남도 거제시 옥포동","1265-1","1265","0001","대산한솔빌라","120.61","185.55","202101","3","10,000","2","1997","옥포로 367","20210122"
"경상남도 거제시 옥포동","1265-1","1265","0001","대산한솔빌라","120.61","185.55","202101","3","10,000","2","1997","옥포로 367","20210222"
"경상남도 거제시 옥포동","1265-1","1265","0001","대산한솔빌라","120.61","185.55","202102","22","10,000","2","1997","옥포로 367",""
"경상남도 거제시 옥포동","1265-1","1265","0001","대산한솔빌라","84.55","130.07","202109","3","7,200","1","1997","옥포로 367",""
"경상남도 거제시 옥포동","515-1","0515","0001","대진","47.58","36.6","202107","17","3,450","2","1985","옥포중앙로 14",""
"경상남도 거제시 옥포동","1025","1025","0000","동산골든빌","83.31","47.5","202109","6","8,900","4","2003","국산5길 13",""
"경상남도 거제시 옥포동","518-6","0518","0006","목화","48.06","46.8","202104","23","2,900","1","1984","옥포로23길 9",""
"경상남도 거제시 옥포동","527-3","0527","0003","에스코빌","32.61","18.67","202108","18","4,700","5","2007","거제대로 3786",""
"경상남도 거제시 옥포동","536-41","0536","0041","우주주택","44.85","49.99","202101","25","4,000","2","1984","옥포로17길 3",""
"경상남도 거제시 옥포동","510-13","0510","0013","장미","60.48","52.6","202105","3","3,000","2","1985","옥포로24길 41",""
"경상남도 거제시 옥포동","536-26","0536","0026","청파","45.11","14.02","202108","2","4,990","1","1983","옥포로17길 12-1",""
