"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1588-0149로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20201001 ~ 20210930"
"실거래구분 : 연립다세대(매매)"
"주소구분 : 지번주소"
"시도 : 세종특별자치시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","번지","본번","부번","건물명","전용면적(㎡)","대지권면적(㎡)","계약년월","계약일","거래금액(만원)","층","건축년도","도로명","해제사유발생일"
"세종특별자치시 보람동","743","0743","0000","스타힐타워Ⅰ","16.9849","5.05","202107","10","8,500","7","2016","한누리대로 2135",""
"세종특별자치시 보람동","743","0743","0000","스타힐타워Ⅰ","21.6349","6.44","202109","10","9,500","5","2016","한누리대로 2135",""
"세종특별자치시 보람동","743","0743","0000","스타힐타워Ⅰ","21.6349","6.44","202109","15","10,500","5","2016","한누리대로 2135",""
"세종특별자치시 보람동","744","0744","0000","스타힐타워Ⅱ","21.6349","6.25","202011","22","8,100","8","2016","한누리대로 2129",""
"세종특별자치시 보람동","744","0744","0000","스타힐타워Ⅱ","21.6349","6.44","202012","7","8,500","8","2016","한누리대로 2129",""
"세종특별자치시 보람동","744","0744","0000","스타힐타워Ⅱ","26.5949","7.69","202012","26","9,500","5","2016","한누리대로 2129",""
"세종특별자치시 보람동","744","0744","0000","스타힐타워Ⅱ","26.6283","7.7","202101","2","10,000","6","2016","한누리대로 2129",""
"세종특별자치시 보람동","744","0744","0000","스타힐타워Ⅱ","16.9849","4.91","202101","26","7,000","7","2016","한누리대로 2129",""
"세종특별자치시 보람동","744","0744","0000","스타힐타워Ⅱ","21.6349","6.25","202102","17","8,600","5","2016","한누리대로 2129",""
"세종특별자치시 보람동","744","0744","0000","스타힐타워Ⅱ","21.6349","6.44","202102","23","9,200","8","2016","한누리대로 2129",""
"세종특별자치시 보람동","744","0744","0000","스타힐타워Ⅱ","21.6349","6.44","202102","23","9,200","8","2016","한누리대로 2129","20210315"
"세종특별자치시 보람동","744","0744","0000","스타힐타워Ⅱ","17.1169","4.95","202103","2","8,200","8","2016","한누리대로 2129",""
"세종특별자치시 보람동","744","0744","0000","스타힐타워Ⅱ","21.6349","6.44","202103","4","9,500","8","2016","한누리대로 2129",""
"세종특별자치시 보람동","744","0744","0000","스타힐타워Ⅱ","21.6349","6.25","202103","6","10,000","8","2016","한누리대로 2129","20210405"
"세종특별자치시 보람동","744","0744","0000","스타힐타워Ⅱ","21.6349","6.25","202103","6","10,000","8","2016","한누리대로 2129",""
"세종특별자치시 보람동","744","0744","0000","스타힐타워Ⅱ","26.6283","7.7","202103","17","9,400","8","2016","한누리대로 2129",""
"세종특별자치시 보람동","744","0744","0000","스타힐타워Ⅱ","21.6349","6.25","202103","18","9,430","6","2016","한누리대로 2129",""
"세종특별자치시 보람동","744","0744","0000","스타힐타워Ⅱ","16.9849","4.91","202103","19","8,000","7","2016","한누리대로 2129",""
"세종특별자치시 보람동","744","0744","0000","스타힐타워Ⅱ","21.6349","6.25","202104","24","10,000","6","2016","한누리대로 2129",""
"세종특별자치시 보람동","744","0744","0000","스타힐타워Ⅱ","21.6349","6.25","202105","1","10,000","5","2016","한누리대로 2129",""
"세종특별자치시 보람동","744","0744","0000","스타힐타워Ⅱ","28.5866","8.26","202105","12","11,500","5","2016","한누리대로 2129",""
"세종특별자치시 보람동","744","0744","0000","스타힐타워Ⅱ","26.5949","7.69","202105","21","10,500","6","2016","한누리대로 2129",""
"세종특별자치시 보람동","744","0744","0000","스타힐타워Ⅱ","24.4267","7.06","202106","7","10,600","5","2016","한누리대로 2129",""
"세종특별자치시 보람동","744","0744","0000","스타힐타워Ⅱ","21.6349","6.25","202106","20","9,800","5","2016","한누리대로 2129",""
"세종특별자치시 보람동","744","0744","0000","스타힐타워Ⅱ","21.6349","6.25","202107","6","10,300","7","2016","한누리대로 2129",""
"세종특별자치시 보람동","744","0744","0000","스타힐타워Ⅱ","21.6349","6.25","202107","18","10,300","7","2016","한누리대로 2129",""
"세종특별자치시 보람동","744","0744","0000","스타힐타워Ⅱ","21.6349","6.25","202108","7","10,000","6","2016","한누리대로 2129",""
"세종특별자치시 보람동","744","0744","0000","스타힐타워Ⅱ","16.9849","4.91","202108","20","8,450","7","2016","한누리대로 2129",""
"세종특별자치시 부강면 부강리","526","0526","0000","(526-0)","64.82","121.64","202012","9","14,000","4","2012","부강외천로 22",""
"세종특별자치시 부강면 부강리","526","0526","0000","(526-0)","65.2","122.35","202012","10","11,500","4","2012","부강외천로 22",""
"세종특별자치시 부강면 부강리","526","0526","0000","(526-0)","64.82","121.64","202012","29","13,400","3","2012","부강외천로 22",""
"세종특별자치시 부강면 부강리","526","0526","0000","(526-0)","65.2","122.35","202103","2","12,300","2","2012","부강외천로 22",""
"세종특별자치시 부강면 부강리","401-170","0401","0170","(합)주연주택","56.55","49.38","202108","9","5,800","3","1990","부강로 63-6",""
"세종특별자치시 부강면 부강리","401-170","0401","0170","(합)주연주택","56.55","49.38","202109","10","5,800","3","1990","부강로 63-6",""
"세종특별자치시 부강면 부강리","457-10","0457","0010","TrueLight-B","47.6678","43.33","202103","18","11,113","2","2020","오대길 27",""
