x	y	ID	NAME	CATE	lat	long
317929	-68572	1355280803	바당미술관바당갤러리	카페	126.21854934093338	33.243888943376554
365897	-69604	1837422490	ICC제주갤러리	미술관	126.42444225167085	33.241290264547686
378869	-70775	1289838389	강정마을 미술관	미술관	126.48013977982701	33.23731230390156
395435	-68751	8194422	기당미술관	미술관	126.55119705401032	33.24488858104558
391908	-69707	18406830	뷰크레스트	미술관	126.5360774711374	33.241385271322315
398626	-68483	8045145	이중섭미술관	미술관	126.5648879925087	33.245903778755675
400671	-68661	19175660	왈종미술관	미술관	126.57366833425155	33.245292224466766
396626	-68905	1722691963	덕판배미술관	미술관	126.55631161156633	33.24435152691393
398651	-68666	17574217	이중섭미술관 전용주차장	주차장	126.56499856275572	33.245244171651656
398524	-68699	25757959	이중섭미술관 창작스튜디오&공예공방	미술,공예	126.5644540682606	33.24512325080787
400671	-68657	20083036	왈종후연미술문화재단	학교법인,재단	126.57366826421693	33.245306650329546
344066	-64957	1056703527	본테미술관	미술관	126.33062302192268	33.25757998521416
388056	-67190	1662057990	제주국제미술관	미술관	126.51949581332012	33.25039991678847
388429	-66690	752063504	제주국제갤러리	미술관	126.52108697954091	33.25220931017956
403987	-67375	1449835357	제주봄미술관	미술관	126.5878789009	33.24997811695318
404509	-62263	331771319	석화갤러리	미술관	126.59003335092275	33.26842177142033
416224	-63817	2018038903	바람섬갤러리	미술관	126.6403508135968	33.26297296282111
419371	-62094	26781918	사진말전문갤러리 마음빛그리미	미술관	126.65383610838444	33.269225282923884
357060	-47930	8229205	포도뮤지엄	미술관	126.38596945986043	33.31927275552619
357922	-53298	27037109	수풍석박물관	미술관	126.38980705118973	33.299932257821276
357430	-53015	27082388	물미술관	미술관	126.38768699569556	33.300942455626746
357601	-53570	27062083	바람미술관	미술관	126.38843534240401	33.298944559933965
357310	-48283	846533891	갤러리소이	미술관	126.3870522476218	33.31800502889826
358218	-54135	1580275891	돌미술관	미술관	126.39109921472158	33.29691999432701
357920	-53299	27376703	비오토피아 수풍석박물관	박물관	126.38979848717644	33.29992860931794
329075	-42095	15786539	제주현대미술관	미술관	126.26558503039774	33.3396627644896
329790	-42265	27400232	제주도립김창열미술관	미술관	126.26866208311809	33.3390678352442
328922	-42815	1473795733	문화예술 공공수장고	미술관	126.26494949265106	33.33706240149054
329526	-42600	1928105420	갤러리데이지	미술관	126.2675379528768	33.3378530686188
329276	-42742	1360322030	제주현대미술관 분관	미술관	126.26646816703325	33.33733464695242
329223	-42265	1372900411	화가박서보의집	미술관	126.2662260390813	33.339053466540086
330204	-42132	12935648	갤러리노리	미술관	126.2704367839328	33.33955792348308
329364	-42726	1373007226	서담 미술관	미술관	126.2668457569954	33.3373945787677
329084	-42049	1817061381	제주현대미술관 1평미술관	미술관	126.26562230571535	33.33982887897369
329450	-42633	215440218	김흥수아틀리에	미술관	126.26721242955799	33.3377321373999
329072	-42465	25109075	제주현대미술관 전기차충전소	전기자동차 충전소	126.26558334048423	33.338328389030025
329972	-42414	457635776	김창열미술관 전기차충전소	전기자동차 충전소	126.26944850974301	33.3385351109002
350457	-40144	18355590	놀라운트릭아이미술관	미술관	126.35740019551653	33.34720788609198
432158	-42843	27428618	유퉁의엉터리미술관	미술관	126.7085028829384	33.33879445017179
446856	-38267	10882773	자연사랑 가시리전시장	전시관	126.77161228542263	33.35542985343009
466065	-33736	8222476	김영갑갤러리두모악	미술관	126.85413589875301	33.371895232475254
328706	-17134	329553073	피움갤러리	미술관	126.26324080248725	33.42966738839749
334230	-22900	1817788817	김한미술관&카페3206	갤러리카페	126.28716859606666	33.40901297992648
347660	-26403	1508345156	아르떼뮤지엄 제주	미술관	126.34501061612949	33.39669867748861
440433	-19213	25551229	우산미술관	미술관	126.7438080058112	33.424093233307815
469277	-26245	315242865	조아가지구	미술관	126.86790127705882	33.39892678941354
484244	-17866	17580245	휘닉스제주섭지코지 유민미술관	미술관	126.93223089534226	33.4291971799411
349466	-9594	876496036	이야기창고	미술관	126.35232508829664	33.4573565238124
360041	-13936	980903973	갤러리여름	미술관	126.39793012500095	33.441927527863626
381376	-11095	10801589	제주도립미술관	미술관	126.48964469408378	33.45258465059978
