x,y,ID,NAME,CATE,type,lat,lng
514394,1122441,21811882,자양4동새마을작은도서관,작은도서관,도서관,37.54027737723156,127.06514748568252
516770,1126568,21811887,군자동새마을작은도서관,작은도서관,도서관,37.55514463049018,127.07591637632348
511895,1124187,958481972,성락도서관,작은도서관,도서관,37.54657565298359,127.05384149990326
514729,1124156,2057191571,성신비전스쿨작은도서관,작은도서관,도서관,37.54645738335951,127.06666920411952
512202,1124642,21812067,성수2가제3동작은도서관,작은도서관,도서관,37.54821482838688,127.05523231329435
515389,1125175,33840212,국제문학작은도서관,작은도서관,도서관,37.55012812701789,127.0696600373198
517682,1128101,21811889,중곡1동새마을작은도서관,작은도서관,도서관,37.56066681366196,127.08005083010232
509512,1124444,635771490,서울숲옆다루작은도서관,작은도서관,도서관,37.5475063052111,127.04305563019804
517549,1121601,21811883,새빛작은도서관,작은도서관,도서관,37.53724127834374,127.07942384612296
511764,1124631,41193211,라보작은도서관,작은도서관,도서관,37.548176095181965,127.0532496803171
509798,1124138,21812068,성수1가제2동어린이작은도서관,작은도서관,도서관,37.54640300370348,127.0443495423184
518208,1120847,21811885,자양1동새마을작은도서관,작은도서관,도서관,37.5345218196543,127.08240337724756
516109,1120654,21851146,자양3동새마을작은도서관,작은도서관,도서관,37.533832493855286,127.0729033288741
510028,1129665,1987442807,마장동작은도서관,작은도서관,도서관,37.56632185468756,127.04540269488906
512261,1129054,900693690,용답동어린이작은도서관,작은도서관,도서관,37.56411550019151,127.05551117037037
510970,1122916,21812060,성수1가제1동작은도서관,작은도서관,도서관,37.54199680886443,127.0496515455552
510012,1128327,1278823259,사근동어린이놀이터도서관,작은도서관,도서관,37.56149975156936,127.04532733171386
518462,1126874,407792513,사랑의나무 어린이작은도서관,작은도서관,도서관,37.55624227715071,127.08357714221242
517794,1126187,2057886628,능동새마을작은도서관,작은도서관,도서관,37.55376843972175,127.08055045598502
518592,1120397,21811881,그루터기문고,작은도서관,도서관,37.53289879424863,127.08413941034776
511529,1121325,41255127,작은도서관그림,작은도서관,도서관,37.53626175542217,127.0521776504762
511950,1122232,21812066,성수2가제1동어린이작은도서관,작은도서관,도서관,37.53952972594104,127.05408536154512
517540,1121330,1861282192,배움의기쁨 작은도서관,작은도서관,도서관,37.53626462212406,127.0793820783334
513619,1121434,21851145,신양북카페,작은도서관,도서관,37.53665003337444,127.06163683720442
517999,1127987,21811888,중곡2동새마을작은도서관,작은도서관,도서관,37.56025497773832,127.08148551950934
518462,1126874,2010832502,어린이작은도서관주영심나무,작은도서관,도서관,37.55624227715071,127.08357714221242
510284,1128391,21812098,꿈터어린이도서관,작은도서관,도서관,37.56172992746372,127.04655890059192
516814,1120028,21811884,평강마을도서관,작은도서관,도서관,37.53157437632549,127.07609160142202
515137,1125433,25818216,송정동새마을문고,도서관,도서관,37.551058624134704,127.0685201829704
511150,1127467,9577590,한양여자대학교 도서관,도서관,도서관,37.55839823287596,127.05047730686276
512765,1127558,1341567914,아름인도서관,도서관,도서관,37.55872284356786,127.05778884400384
511333,1129773,10486767,성동구립용답도서관 종합안내,도서관,도서관,37.56670866469512,127.05131146768872
511335,1129777,9174824,성동구립용답도서관 어린이열람실,도서관,도서관,37.56672307668813,127.05132053280678
516099,1125978,9162357,세종초등학교 도서실,도서관,도서관,37.553020191242965,127.07287674755996
511347,1129791,10486766,성동구립용답도서관 디지털정보실,도서관,도서관,37.566773508808886,127.05137489883684
